date,Symbol,Open,High,Low,close,volume_usdt,tradecount,IV,Fear_index,Fear_classification,ma200_raw,dist_ma200,zraw_close_60,ma30_raw,ma90_raw,vol_30mean,hv20_raw,RSI14_raw,Fear_idx
2022/3/19,BTCUSDT,41757.51,42400,41499.29,42201.13,1216709156.4428055,801197,71.66,28,Fear,48502.95165,-6301.82165,0.9010337660954846,39817.52099999999,41839.377222222225,2050580764.4666452,0.7828635296258295,59.171662296512956,0.28
2022/3/20,BTCUSDT,42201.13,42296.26,40911,41262.11,1273880705.2502496,799695,72.67,31,Fear,48465.2096,-7203.0996,0.529930036988709,39860.443333333336,41776.57666666667,2034189375.7765615,0.5938380462475974,59.31967335714224,0.31
2022/3/21,BTCUSDT,41262.11,41544.22,40467.94,41002.25,1618789548.0684211,947206,71.8,30,Fear,48423.98765,-7421.73765,0.42361825608829,39891.21266666667,41688.93633333333,2064083672.8433533,0.5826808390296013,60.00042466761459,0.3
2022/3/22,BTCUSDT,41002.26,43361,40875.51,42364.13,2525975507.8012,1367343,71.19,26,Fear,48385.8126,-6021.6826,0.9368260834504794,40023.78733333333,41619.78044444445,2105175636.3883307,0.5957704933333502,61.57913454932034,0.26
2022/3/23,BTCUSDT,42364.13,43025.96,41751.47,42882.76,1725787170.5823965,916671,69.58,31,Fear,48350.648199999996,-5467.8882,1.1209334756066442,40219.60733333333,41531.379888888885,2083300964.7123518,0.5853614353096374,53.62014432106084,0.31
2022/3/24,BTCUSDT,42882.76,44220.89,42560.46,43991.46,2436258223.622338,1202541,65.47,40,Fear,48311.8211,-4320.3611,1.5297338214777798,40411.645,41455.50722222222,2097488631.1412659,0.5107090669374825,69.71906718221354,0.4
2022/3/25,BTCUSDT,43991.46,45094.14,43579,44313.16,2421153187.6604123,1141588,62.41,47,Neutral,48270.0674,-3956.9074,1.605756742967904,40647.083333333336,41387.87944444444,2122677514.4886153,0.5107209111578364,74.89191462,0.47
2022/3/26,BTCUSDT,44313.16,44792.99,44071.97,44511.27,1022802857.60941,693647,66.62,51,Neutral,48258.3051,-3747.0351,1.626909860838911,40853.21866666667,41318.277,2012267363.3419456,0.4974122228028881,75.1584113959168,0.51
2022/3/27,BTCUSDT,44511.27,46999,44421.46,46827.76,1907019662.3441496,1135096,68.62,49,Neutral,48262.20235000001,-1434.44235,2.429293154318337,41106.83833333334,41275.23611111111,2002571699.410662,0.515583594507158,85.85046021140087,0.49
2022/3/28,BTCUSDT,46827.76,48189.84,46663.56,47122.21,2789898402.616576,1498975,63.04,60,Greed,48265.837700000004,-1143.6277,2.396184425223204,41373.688,41270.55244444444,2057147588.8414016,0.5148189740051898,83.79715646001762,0.6
2022/3/29,BTCUSDT,47122.21,48096.47,46950.85,47434.8,1748600385.4502351,1095678,62.04,56,Greed,48278.75715,-843.95715,2.363332325555605,41698.21233333334,41281.331777777785,2056083844.926863,0.4376436562454588,87.25397302554808,0.56
2022/3/30,BTCUSDT,47434.79,47700.22,46445.42,47067.99,1932152559.8831124,1081607,62.44,55,Greed,48288.228650000005,-1220.23865,2.108554457561992,41828.47866666667,41280.74422222222,2021316922.7173338,0.3654685985472393,81.4109523854742,0.55
2022/3/31,BTCUSDT,47067.99,47600,45200,45510.34,2262485160.568584,1290541,64.11,52,Neutral,48285.65415,-2775.31415,1.492742690732043,41864.78333333333,41272.89322222222,2006679393.946476,0.3842012360477077,71.18456110828174,0.52
2022/4/1,BTCUSDT,45510.35,46720.09,44200,46283.49,2556532890.870311,1372216,59.54,50,Neutral,48292.36795,-2008.87795,1.6940089950063315,41944.467,41256.902555555556,2006870725.3658652,0.3845887557567254,71.00678940948649,0.5
2022/4/2,BTCUSDT,46283.49,47213,45620,45811,1721690754.4393935,1056716,59.26,52,Neutral,48285.86535,-2474.86535,1.4706381637826227,42056.367,41240.511666666665,1991188680.5830054,0.3685343494727485,66.70999386198058,0.52
2022/4/3,BTCUSDT,45810.99,47444.11,45530.92,46407.35,1550999693.0508049,966563,59.47,48,Neutral,48277.29505,-1869.94505,1.622519953782896,42298.323333333334,41240.08111111111,1958655294.6607168,0.337044720257404,74.59751827637034,0.48
2022/4/4,BTCUSDT,46407.36,46890.71,45118,46580.51,2053434523.8685389,1171998,60.54,52,Neutral,48271.508499999996,-1690.9985,1.6247579197738289,42537.74166666667,41248.397777777776,1987513447.620068,0.33084568356624294,76.8905416036774,0.52
2022/4/5,BTCUSDT,46580.5,47200,45353.81,45497.55,1951668192.9295096,1046080,62.88,53,Neutral,48262.49635,-2764.94635,1.2118844753405722,42773.633,41271.13577777778,2001160453.730078,0.31739291517783297,65.5223694274583,0.53
2022/4/6,BTCUSDT,45497.54,45507.14,43121,43170.47,2700644700.890392,1471912,66.05,48,Neutral,48236.885,-5066.415,0.4062033678730539,42946.382,41272.115333333335,2009536538.3697062,0.37441512389827086,51.20869389137167,0.48
2022/4/7,BTCUSDT,43170.47,43900.99,42727.35,43444.19,1623879486.6600313,999816,61.74,34,Fear,48217.8972,-4773.7072,0.4926157608639976,43103.50066666667,41292.97877777778,1992010764.0982292,0.3689321565143369,47.527404260164,0.34
2022/4/8,BTCUSDT,43444.2,43970.62,42107.14,42252.01,1830699971.611312,1108136,62.19,37,Fear,48214.07915,-5962.06915,0.09587114708806078,43113.844000000005,41299.33733333333,1959792735.1199148,0.3819707348750918,41.3666867998247,0.37
2022/4/9,BTCUSDT,42252.02,42800,42125.48,42753.97,759274586.6137776,640230,59.72,30,Fear,48224.1771,-5470.2071,0.27577281318286945,43224.90966666667,41309.219000000005,1889958196.646785,0.3743398974970458,42.82209681530325,0.3
2022/4/10,BTCUSDT,42753.96,43410.3,41868,42158.85,971459737.5009404,678983,61.08,34,Fear,48217.253300000004,-6058.4033,0.08479631191396345,43339.219000000005,41312.95633333333,1845479354.0434465,0.3775559837099809,27.80866700191163,0.34
2022/4/11,BTCUSDT,42158.85,42414.71,39200,39530.45,2602039073.0150447,1385924,68.28,32,Fear,48190.579249999995,-8660.12925,-0.796997523,43363.322,41277.41366666667,1900891876.9001153,0.4214549436813509,20.468397229729845,0.32
2022/4/12,BTCUSDT,39530.45,40699,39254.63,40074.94,2309514071.5938725,1153667,65.22,20,Extreme Fear,48176.9011,-8101.9611,-0.59483514,43439.90866666667,41234.883444444444,1935594292.4470215,0.42222966614517365,21.87784665798533,0.2
2022/4/13,BTCUSDT,40074.95,41561.31,39588.54,41147.79,1677171454.091079,948061,63.61,25,Extreme Fear,48169.28685,-7021.49685,-0.220578295,43489.12266666666,41219.191,1930769254.6351504,0.4230735621519043,28.536873276119593,0.25
2022/4/14,BTCUSDT,41147.78,41500,39551.94,39942.38,1494726286.01801,803756,62.1,28,Fear,48153.19425000001,-8210.81425,-0.619948085,43511.191,41184.551222222224,1920707731.353801,0.43112374330412595,29.28481500552111,0.28
2022/4/15,BTCUSDT,39942.37,40870.36,39766.4,40551.9,966888436.8162508,616536,60.4,22,Extreme Fear,48145.21699999999,-7593.317,-0.399947642,43492.454333333335,41156.413555555555,1834518553.7021577,0.43588391736054705,28.41321242059736,0.22
2022/4/16,BTCUSDT,40551.9,40709.35,39991.55,40378.71,638275503.9141085,423446,61.05,28,Fear,48141.97785,-7763.26785,-0.438196547,43474.48133333333,41126.491888888886,1805091630.842266,0.38185045422729647,29.0685622118324,0.28
2022/4/17,BTCUSDT,40378.7,40595.67,39546.17,39678.12,803414248.9836986,590241,63.59,28,Fear,48132.74705,-8454.62705,-0.655906211,43405.168333333335,41098.453,1769794204.6922324,0.3800723063091648,24.277882640209242,0.28
2022/4/18,BTCUSDT,39678.11,41116.73,38536.51,40801.13,2153574975.9131336,1157741,63.47,24,Extreme Fear,48117.6322,-7316.5022,-0.271054396,43358.50166666667,41081.219777777784,1801023065.341243,0.3986798017979074,29.404197147923625,0.24
2022/4/19,BTCUSDT,40801.13,41760,40571,41493.18,1472363265.362188,934526,62.46,27,Fear,48084.39005,-6591.21005,-0.041495504,43366.204,41079.36611111111,1807639150.6783078,0.4077741910343696,35.32076157826087,0.27
2022/4/20,BTCUSDT,41493.19,42199,40820,41358.19,1697039284.0853004,1063843,62.19,27,Fear,48053.006499999996,-6694.8165,-0.095705504,43378.068666666666,41086.891444444445,1810247475.2122037,0.3950004879665455,42.08437140750625,0.27
2022/4/21,BTCUSDT,41358.19,42976,39751,40480.01,2476061417.8872576,1515456,63.51,27,Fear,48014.4065,-7534.3965,-0.415743585,43315.26466666667,41131.72144444445,1808583672.2150724,0.3907349431039955,37.702477775362276,0.27
2022/4/22,BTCUSDT,40480.01,40795.06,39177,39709.18,1870172362.4022496,1043471,61.12,26,Fear,47966.8277,-8257.6477,-0.714329719,43209.47866666667,41183.25211111111,1813396511.942401,0.3931326274249102,39.06835336814379,0.26
2022/4/23,BTCUSDT,39709.19,39980,39285,39441.6,804677022.9078971,724132,61.34,24,Extreme Fear,47906.67575,-8465.07575,-0.823052243,43057.816666666666,41218.77488888889,1759010471.918586,0.38609869049946083,35.46722989485096,0.24
2022/4/24,BTCUSDT,39441.61,39940,38929.62,39450.13,1056336243.0198607,868183,62.62,24,Extreme Fear,47827.3514,-8377.2214,-0.847115138,42895.71566666666,41249.77244444445,1713516573.763901,0.3849044713050752,37.47078990750827,0.24
2022/4/25,BTCUSDT,39450.12,40616,38200,40426.08,2470071005.2401423,1280351,65.57,23,Extreme Fear,47760.5557,-7334.4757,-0.509578982,42759.54266666667,41288.30311111111,1761758845.3515923,0.39716743512350755,54.89032091792545,0.23
2022/4/26,BTCUSDT,40426.08,40797.31,37702.26,38112.65,2615206861.8349133,1381618,66.78,27,Fear,47681.3618,-9568.7118,-1.346110623,42469.039,41302.78433333333,1785365085.3346174,0.4068828830970728,41.020180100694525,0.27
2022/4/27,BTCUSDT,38112.64,39474.72,37881.31,39235.72,2218523642.426388,1232083,65.09,21,Extreme Fear,47602.791800000006,-8367.0718,-0.936163623,42206.155999999995,41325.84677777778,1766319259.9949446,0.4240257453545363,41.29003045644578,0.21
2022/4/28,BTCUSDT,39235.72,40372.63,38881.43,39742.07,2223808385.806376,1135242,63,24,Extreme Fear,47528.20715000001,-7786.13715,-0.77425347,41949.73166666667,41348.35244444444,1782159526.6734824,0.4195348982061864,49.025470771907266,0.24
2022/4/29,BTCUSDT,39742.06,39925.25,38175,38596.11,2006135663,1101140,60.54,23,Extreme Fear,47433.830949999996,-8837.72095,-1.160922496,41667.33566666666,41353.122111111115,1784625630.1059122,0.4255918934124077,40.95689638431208,0.23
2022/4/30,BTCUSDT,38596.11,38795.38,37578.2,37630.8,1354900532.1335113,1017369,62.23,20,Extreme Fear,47342.0003,-9711.2003,-1.459709064,41404.68433333333,41350.333666666666,1754372809.1580763,0.43055130853759943,38.16151020650824,0.2
2022/5/1,BTCUSDT,37630.8,38675,37386.38,38468.35,1478259271.913873,1021157,62.44,22,Extreme Fear,47247.50705,-8779.15705,-1.115842372,41144.17966666667,41350.34977777778,1718430355.192862,0.3841383482070309,44.84888173934807,0.22
2022/5/2,BTCUSDT,38468.35,39167.34,38052,38525.16,2058450718.2963235,1053893,62.42,28,Fear,47153.39315,-8628.23315,-1.062011158,40901.318333333336,41348.46722222223,1729655687.3214262,0.3802923860976818,39.34130654075878,0.28
2022/5/3,BTCUSDT,38525.16,38651.51,37517.8,37728.95,1539320434.2647235,1005131,64.92,27,Fear,47033.6758,-9304.7258,-1.327339104,40612.03833333333,41357.718222222225,1729266378.6952236,0.3703467262945787,32.54189179788044,0.27
2022/5/4,BTCUSDT,37728.95,40023.77,37670,39690,2438553987.453544,1238847,60.58,21,Extreme Fear,46927.74795,-7237.74795,-0.631276804,40382.354666666666,41384.14477777777,1742103694.148057,0.4074237196585096,43.38377432514644,0.21
2022/5/5,BTCUSDT,39690,39845.51,35571.9,36552.97,3329684235.963952,1979692,63.13,27,Fear,46802.87115,-10249.90115,-1.71190916,40084.202,41328.35277777778,1788037562.249205,0.48975115354990334,36.79157198536759,0.27
2022/5/6,BTCUSDT,36552.97,36675.63,35258,36013.77,2466507512.182029,1214518,62.19,22,Extreme Fear,46672.8908,-10659.1208,-1.85619199,39845.64533333333,41268.699222222225,1780232989.2922595,0.4910354331037884,37.37391545596117,0.22
2022/5/7,BTCUSDT,36013.77,36146.3,34785,35472.39,1222539413.6400983,746488,64.87,23,Extreme Fear,46528.8498,-11056.4598,-1.969714996,39579.91866666667,41191.93833333333,1766854986.8582618,0.49034580527267274,36.68749911959016,0.23
2022/5/8,BTCUSDT,35472.4,35514.22,33713.95,34038.4,2498365159.9945807,1301451,68.59,18,Extreme Fear,46369.03475,-12330.63475,-2.295641188,39306.13166666667,41083.03177777778,1789110493.1377041,0.48888762677520503,33.43343563972719,0.18
2022/5/9,BTCUSDT,34038.39,34243.15,30033.33,30076.31,6166367111.275724,2564538,84.91,11,Extreme Fear,46208.450549999994,-16132.14055,-3.198299373,38883.543,40927.84644444444,1969346910.6264355,0.6105843223594921,23.214090684870087,0.11
2022/5/10,BTCUSDT,30074.23,32658.99,29730.4,31017.1,5179856929.47993,2470325,81.61,10,Extreme Fear,46060.09495,-15042.99495,-2.70877518,38512.151333333335,40779.450666666664,2109626817.0257354,0.6315151094539438,30.231701602347798,0.1
2022/5/11,BTCUSDT,31017.11,32162.59,27785,29103.94,6300295994.553138,3559270,101.25,12,Extreme Fear,45899.18090000001,-16795.2409,-2.947731168,38164.601,40619.54511111111,2232902047.743672,0.6540013212695738,22.963001310783838,0.12
2022/5/12,BTCUSDT,29103.94,30243,26700,29029.75,5795451310.945577,3951233,114.58,12,Extreme Fear,45740.06855,-16710.31855,-2.746127415,37796.428,40471.278666666665,2349099955.722062,0.6554441752612891,20.738913242049037,0.12
2022/5/13,BTCUSDT,29029.74,31083.37,28751.67,29287.05,2956855804.856112,2051900,99.66,10,Extreme Fear,45571.1099,-16284.0599,-2.49887985,37401.07,40327.60288888889,2391756100.7475634,0.6602801037330286,23.27449492020581,0.1
2022/5/14,BTCUSDT,29287.05,30343.27,28630,30086.74,1501483453.5008905,1204626,93.57,9,Extreme Fear,45419.89955,-15333.15955,-2.190230484,37072.54866666668,40194.63711111111,2391981339.663659,0.674814801757596,28.133717168953353,0.09
2022/5/15,BTCUSDT,30086.74,31460,29480,31328.89,1401499926.2304175,1016769,92.34,10,Extreme Fear,45284.476800000004,-13955.5868,-1.83359046,36765.115,40070.11433333333,2406468389.310798,0.6893471339605649,29.780674526933936,0.1
2022/5/16,BTCUSDT,31328.89,31328.9,29087.04,29874.01,2185567735.6820626,1561954,96.37,14,Extreme Fear,45130.9674,-15256.9574,-2.023456799,36414.958333333336,39907.10488888889,2458044797.0363965,0.6809184730937148,27.297275877796295,0.14
2022/5/17,BTCUSDT,29874.01,30788.37,29450.38,30444.93,1715109131.0802064,1175382,91.46,8,Extreme Fear,44971.9235,-14526.9935,-1.81882138,36107.18533333333,39757.89788888889,2488434626.4396133,0.6736686360062857,30.6562310453361,0.08
2022/5/18,BTCUSDT,30444.93,30709.99,28654.47,28715.32,1762843836.126938,1379212,100.59,12,Extreme Fear,44806.20415,-16090.88415,-2.039628325,35704.325,39626.78255555556,2475410255.1134067,0.6852248229192389,20.492429171698987,0.12
2022/5/19,BTCUSDT,28715.33,30545.18,28691.38,30319.23,2014360135.785272,1860780,91.11,13,Extreme Fear,44651.30130000001,-14332.0713,-1.663217659,35331.86,39519.50244444445,2493476817.460843,0.7275194422322059,31.733443667857102,0.13
2022/5/20,BTCUSDT,30319.22,30777.33,28730,29201.01,1800589029.270878,1694004,88.56,13,Extreme Fear,44492.7508,-15291.7408,-1.783430516,34926.62066666667,39398.634,2496928475.6336956,0.7317660218929214,30.691951380433792,0.13
2022/5/21,BTCUSDT,29201.01,29656.18,28947.28,29445.06,616194663.9792111,643486,84.12,13,Extreme Fear,44323.87615,-14878.81615,-1.664738498,34558.789000000004,39299.280333333336,2434932917.170094,0.7248766692070044,32.6251156676727,0.13
2022/5/22,BTCUSDT,29445.07,30487.99,29255.11,30293.94,1082530816.0162497,862880,82.49,14,Extreme Fear,44160.863450000004,-13866.92345,-1.457749294,34244.94766666667,39224.67788888889,2408678198.957227,0.7381318144282266,38.82906996725502,0.14
2022/5/23,BTCUSDT,30293.93,30670.51,28866.35,29109.15,1914305818.074519,1328317,82.54,10,Extreme Fear,43999.43415,-14890.28415,-1.595180045,33900.532666666666,39123.33144444445,2445665825.4627814,0.7442493149448146,46.54154395410271,0.1
2022/5/24,BTCUSDT,29109.14,29845.86,28669,29654.58,1740257602.3067698,946421,82.27,12,Extreme Fear,43843.02145000001,-14188.44145,-1.44649993,33574.01433333333,39038.93777777778,2468463204.105678,0.7152502449001185,44.98600887012607,0.12
2022/5/25,BTCUSDT,29654.58,30223.74,29294.21,29542.15,1771708175.0718915,985440,82.57,11,Extreme Fear,43683.37915,-14141.22915,-1.412403412,33211.21666666667,38941.326,2445184443.10007,0.6723532791409449,51.85895668331002,0.11
2022/5/26,BTCUSDT,29542.14,29886.64,28019.56,29201.35,2759055410.397752,1431112,81.63,12,Extreme Fear,43513.01795000001,-14311.66795,-1.422365237,32914.17333333333,38830.01688888889,2449979394.7188315,0.6721305230650964,50.71185242585694,0.12
2022/5/27,BTCUSDT,29201.35,29397.66,28282.9,28629.8,2626515958.503489,1321406,84.72,12,Extreme Fear,43318.537800000006,-14688.7378,-1.470869265,32560.642666666667,38713.49555555555,2463579138.588068,0.6728144267357921,47.34279321857375,0.12
2022/5/28,BTCUSDT,28629.81,29266,28450,29031.33,994674257.5679232,684423,80.91,13,Extreme Fear,43128.956150000005,-14097.62615,-1.36396344,32203.618,38617.187333333335,2422608000.980119,0.6676607733749386,45.591123847558045,0.13
2022/5/29,BTCUSDT,29031.33,29587.78,28839.21,29468.1,804777532.6497605,635311,81.2,14,Extreme Fear,42951.8845,-13483.7845,-1.254663163,31899.351000000002,38465.05511111111,2382562729.973245,0.5312382862383721,41.66594259824409,0.14
2022/5/30,BTCUSDT,29468.1,32222,29299.62,31734.22,2980527582.467496,1380410,75.39,10,Extreme Fear,42786.68429999999,-11052.4643,-0.837934266,31702.798333333336,38324.08866666666,2436750298.3177114,0.5889625714671386,57.76704988137791,0.1
2022/5/31,BTCUSDT,31734.23,32399,31200.01,31801.04,1981259117.011546,1161340,73.06,16,Extreme Fear,42625.078349999996,-10824.03835,-0.799991796,31480.554666666663,38189.73377777778,2453516959.8209667,0.539199995676564,55.911082904494876,0.16
2022/6/1,BTCUSDT,31801.05,31982.97,29301,29805.83,3171191028.249736,1404611,74.75,17,Extreme Fear,42452.2075,-12646.3775,-1.122206652,31189.910333333337,38049.19855555555,2490608303.4860806,0.5902695257859338,54.64580186103018,0.17
2022/6/2,BTCUSDT,29805.84,30689,29594.55,30452.62,1711652906.191896,1086183,73.43,13,Extreme Fear,42276.8751,-11824.2551,-0.979878022,30947.365999999998,37952.57588888889,2496352719.216986,0.5940027598761578,50.61872703371891,0.13
2022/6/3,BTCUSDT,30452.63,30699,29282.36,29700.21,1615616950.7143807,993769,71.33,10,Extreme Fear,42107.342450000004,-12407.13245,-1.093330491,30614.373,37844.82311111111,2468921484.659014,0.5940255649598833,52.39687024058962,0.1
2022/6/4,BTCUSDT,29700.21,29988.88,29485,29864.04,760874329.4663155,618037,70.96,14,Extreme Fear,41956.3683,-12092.3283,-1.036133978,30391.408666666666,37749.74788888889,2383294487.775759,0.5743096623968397,52.02731734885838,0.14
2022/6/5,BTCUSDT,29864.03,30189,29531.42,29919.21,691201528.1600257,604680,72.04,10,Extreme Fear,41804.24,-11885.03,-0.994756861,30188.256666666664,37660.094666666664,2324117621.641693,0.5495409014861851,48.03593423238791,0.1
2022/6/6,BTCUSDT,29919.2,31765.64,29890.23,31373.1,2149499896.934937,1124745,68.51,13,Extreme Fear,41676.6474,-10303.5474,-0.685227303,30051.613666666664,37578.34433333333,2355016304.4181876,0.5721801915297688,61.54046132279842,0.13
2022/6/7,BTCUSDT,31373.1,31589.6,29218.96,31125.33,3347397952.730591,1743957,71.51,15,Extreme Fear,41542.01285,-10416.68285,-0.708109082,29954.511333333336,37458.162333333334,2383317397.5093875,0.5301656676213192,57.73176365695196,0.15
2022/6/8,BTCUSDT,31125.32,31327.22,29843.88,30204.77,2087270428.34704,1236327,71.7,17,Extreme Fear,41394.49915,-11189.72915,-0.866659233,29958.793333333335,37355.74866666667,2247347508.0784316,0.5067551513372797,53.21061087950439,0.17
2022/6/9,BTCUSDT,30204.77,30700,29944.1,30109.93,1399839073.774508,841562,72.57,11,Extreme Fear,41251.9387,-11142.0087,-0.858415784,29928.554333333333,37259.97488888889,2121346912.888251,0.48772305495571855,54.50986076007164,0.11
2022/6/10,BTCUSDT,30109.93,30382.8,28850,29091.88,2255866294.494887,1258608,72.55,13,Extreme Fear,41116.1622,-12024.2822,-1.036113643,29928.15233333333,37152.025111111114,1986532589.552976,0.5031346641018611,52.1962478231442,0.13
2022/6/11,BTCUSDT,29091.87,29440.41,28099.99,28424.7,1892007188.0756,1084163,75.05,12,Extreme Fear,40970.57935,-12545.87935,-1.137989398,29907.984,37048.106888888884,1856417785.4573102,0.49713449956593575,47.18772860744276,0.12
2022/6/12,BTCUSDT,28424.71,28544.96,26560,26574.53,2551767136.3295846,1451271,93.99,14,Extreme Fear,40817.76055,-14243.23055,-1.477082505,29817.566666666666,36902.586444444445,1842914829.839759,0.5298376681565318,38.13994971640672,0.14
2022/6/13,BTCUSDT,26574.53,26895.84,21925.77,22487.41,6192246037.404873,3261484,106,11,Extreme Fear,40635.3958,-18147.9858,-2.21025538,29564.255666666668,36715.99844444444,1999273582.6365585,0.7427480834538919,17.02234195755858,0.11
2022/6/14,BTCUSDT,22485.27,23362.88,20846,22136.41,4136108699.025428,2583151,103.09,8,Extreme Fear,40477.4452,-18341.0352,-2.168521233,29257.83966666667,36505.136333333336,2090427208.396392,0.7420643813058894,16.217013574534064,0.08
2022/6/15,BTCUSDT,22136.42,22800,20111.62,22583.72,4249276481.256697,2847831,89.15,7,Extreme Fear,40316.758649999996,-17733.03865,-1.987515598,29014.83,36301.42322222223,2159217499.915547,0.7515219315432329,21.691521461513645,0.07
2022/6/16,BTCUSDT,22583.72,22995.73,20232,20401.31,2130037160.0626109,1690477,119.65,7,Extreme Fear,40132.3908,-19731.0808,-2.281593647,28680.042666666664,36064.13211111111,2173048434.21496,0.8098250587760647,14.8351736776075,0.07
2022/6/17,BTCUSDT,20400.6,21365.43,20246.66,20468.81,1796575392.5507207,1352992,108.67,9,Extreme Fear,39945.8536,-19477.0436,-2.161840085,28405.159,35822.66188888889,2174172819.429086,0.8055251409455417,16.077990416556418,0.09
2022/6/18,BTCUSDT,20468.81,20792.06,17622,18970.79,3726639821.6961513,2467372,115.03,6,Extreme Fear,39755.954750000004,-20785.16475,-2.321406344,28026.87766666667,35574.98055555556,2231248808.959449,0.8211058389756425,13.545755669470353,0.06
2022/6/19,BTCUSDT,18970.79,20815.95,17960.41,20574,2487561781.535987,1950660,109.97,6,Extreme Fear,39572.9044,-18998.9044,-1.952923028,27739.310666666668,35348,2254147900.7016196,0.8334217622657679,21.66234156890974,0.06
2022/6/20,BTCUSDT,20574,21090,19637.03,20573.89,2220396381.7426524,1639448,99.27,9,Extreme Fear,39393.37215,-18819.48215,-1.879395281,27443.605,35105.88622222222,2307621291.2937336,0.8327102808544321,14.087028815616634,0.09
2022/6/21,BTCUSDT,20573.9,21723,20348.4,20723.52,2198596137.343284,1515321,97.96,9,Extreme Fear,39228.9845,-18505.4645,-1.783747515,27124.591,34859.67244444445,2344823468.671302,0.8222607583925361,15.181316867854619,0.09
2022/6/22,BTCUSDT,20723.51,20900,19770.51,19987.99,1872204589.2375813,1394981,99.76,11,Extreme Fear,39083.1621,-19095.1721,-1.841734824,26820.552333333337,34592.96722222223,2343420094.376737,0.8118577421583664,15.37173063052802,0.11
2022/6/23,BTCUSDT,19988,21233,19890.07,21110.13,1710694866.4572449,1207858,91.46,11,Extreme Fear,38941.7311,-17831.6011,-1.589344027,26535.737333333334,34335.15577777778,2342434669.8484197,0.8546176335353056,21.482402984147654,0.11
2022/6/24,BTCUSDT,21110.12,21558.41,20736.72,21237.69,1635129191.170251,1309709,90.66,11,Extreme Fear,38795.70995,-17558.01995,-1.524592026,26258.922000000002,34076.56044444445,2337882037.051698,0.8547912825392702,23.623990774329016,0.11
2022/6/25,BTCUSDT,21237.68,21614.5,20906.62,21491.19,1093873137.974752,874540,86.66,14,Extreme Fear,38650.221150000005,-17159.03115,-1.432075441,26001.916666666668,33795.043,2282375961.304265,0.8582442579981896,26.050399268818865,0.14
2022/6/26,BTCUSDT,21491.18,21888,20964.73,21038.07,1139258367.162915,885306,90.26,14,Extreme Fear,38503.055550000005,-17464.98555,-1.471235107,25748.859,33505.21922222222,2232800708.259579,0.8247988789909645,28.833184484667527,0.14
