symbol,strike,type,expiration,TTM_days,mark_price,last_price,volume,open_interest,underlying_price
BTC-4JUL25-99000-C,99000.0,Call,2025-07-04,19.08,0.07956207,,0.0,0.0,106211.50499999999
BTC-4JUL25-99000-P,99000.0,Put,2025-07-04,19.08,0.01166448,,14.2,31.0,106211.50499999999
BTC-4JUL25-100000-C,100000.0,Call,2025-07-04,19.08,0.07213881,,0.0,5.0,106211.50499999999
BTC-4JUL25-100000-P,100000.0,Put,2025-07-04,19.08,0.0136564,,424.0,654.9,106211.50499999999
BTC-4JUL25-101000-C,101000.0,Call,2025-07-04,19.08,0.06518321,,0.0,0.1,106211.50499999999
BTC-4JUL25-101000-P,101000.0,Put,2025-07-04,19.08,0.01611597,,0.3,23.4,106211.50499999999
BTC-4JUL25-102000-C,102000.0,Call,2025-07-04,19.08,0.05846119,,0.0,0.1,106211.50499999999
BTC-4JUL25-102000-P,102000.0,Put,2025-07-04,19.08,0.01880913,,0.5,29.6,106211.50499999999
BTC-4JUL25-103000-C,103000.0,Call,2025-07-04,19.08,0.05220593,,0.1,2.1,106211.50499999999
BTC-4JUL25-103000-P,103000.0,Put,2025-07-04,19.08,0.02196904,,0.1,15.6,106211.50499999999
BTC-4JUL25-104000-C,104000.0,Call,2025-07-04,19.08,0.04624268,,0.2,4.5,106212.1675
BTC-4JUL25-104000-P,104000.0,Put,2025-07-04,19.08,0.02542097,,1.6,177.6,106211.50499999999
BTC-4JUL25-105000-C,105000.0,Call,2025-07-04,19.08,0.04080773,,25.6,35.6,106211.50499999999
BTC-4JUL25-105000-P,105000.0,Put,2025-07-04,19.08,0.0294012,,25.8,40.6,106211.50499999999
BTC-4JUL25-106000-C,106000.0,Call,2025-07-04,19.08,0.03566747,,20.5,73.1,106211.50499999999
BTC-4JUL25-106000-P,106000.0,Put,2025-07-04,19.08,0.03367611,,0.3,17.2,106211.50499999999
BTC-4JUL25-107000-C,107000.0,Call,2025-07-04,19.08,0.03099768,,1.4,2.9,106211.50499999999
BTC-4JUL25-107000-P,107000.0,Put,2025-07-04,19.08,0.0384215,,0.1,4.5,106211.50499999999
BTC-4JUL25-108000-C,108000.0,Call,2025-07-04,19.08,0.02686562,,6.0,13.4,106212.1675
BTC-4JUL25-108000-P,108000.0,Put,2025-07-04,19.08,0.04370461,,0.0,1.0,106211.50499999999
BTC-4JUL25-109000-C,109000.0,Call,2025-07-04,19.08,0.02324879,,0.0,8.3,106211.50499999999
BTC-4JUL25-109000-P,109000.0,Put,2025-07-04,19.08,0.04950296,,0.0,0.2,106211.50499999999
BTC-4JUL25-110000-C,110000.0,Call,2025-07-04,19.08,0.01999355,,0.4,131.9,106211.50499999999
BTC-4JUL25-110000-P,110000.0,Put,2025-07-04,19.08,0.05566289,,0.0,15.3,106211.50499999999
BTC-4JUL25-111000-C,111000.0,Call,2025-07-04,19.08,0.017096,,0.3,25.0,106211.50499999999
BTC-4JUL25-111000-P,111000.0,Put,2025-07-04,19.08,0.06218052,,0.0,0.0,106211.50499999999
BTC-4JUL25-112000-C,112000.0,Call,2025-07-04,19.08,0.0145383,,1.0,64.0,106211.50499999999
BTC-4JUL25-112000-P,112000.0,Put,2025-07-04,19.08,0.069038,,0.0,0.6,106211.50499999999
BTC-4JUL25-113000-C,113000.0,Call,2025-07-04,19.08,0.01230032,,7.5,52.7,106211.50499999999
BTC-4JUL25-113000-P,113000.0,Put,2025-07-04,19.08,0.07621519,,0.0,0.0,106211.50499999999
BTC-4JUL25-114000-C,114000.0,Call,2025-07-04,19.08,0.01039642,,7.5,25.4,106211.50499999999
BTC-4JUL25-114000-P,114000.0,Put,2025-07-04,19.08,0.08372647,,0.0,0.0,106211.50499999999
BTC-4JUL25-115000-C,115000.0,Call,2025-07-04,19.08,0.00876497,,0.3,213.4,106211.50499999999
BTC-4JUL25-115000-P,115000.0,Put,2025-07-04,19.08,0.0915102,,0.0,0.0,106211.50499999999
BTC-4JUL25-116000-C,116000.0,Call,2025-07-04,19.08,0.00739472,,0.4,14.4,106211.50499999999
BTC-4JUL25-116000-P,116000.0,Put,2025-07-04,19.08,0.09955512,,0.0,0.0,106211.50499999999
BTC-4JUL25-117000-C,117000.0,Call,2025-07-04,19.08,0.0062506,,0.1,25.9,106211.50499999999
BTC-4JUL25-117000-P,117000.0,Put,2025-07-04,19.08,0.10782617,,0.0,0.0,106211.50499999999
BTC-4JUL25-118000-C,118000.0,Call,2025-07-04,19.08,0.00528054,,0.3,50.7,106211.50499999999
BTC-4JUL25-118000-P,118000.0,Put,2025-07-04,19.08,0.1162713,,0.0,0.0,106211.50499999999
BTC-4JUL25-120000-C,120000.0,Call,2025-07-04,19.08,0.00371805,,1.3,166.9,106211.50499999999
BTC-4JUL25-120000-P,120000.0,Put,2025-07-04,19.08,0.13353915,,0.0,0.0,106211.50499999999
BTC-4JUL25-125000-C,125000.0,Call,2025-07-04,19.08,0.00170219,,16.8,50.1,106211.50499999999
BTC-4JUL25-125000-P,125000.0,Put,2025-07-04,19.08,0.17859918,,0.0,0.0,106211.50499999999
BTC-4JUL25-130000-C,130000.0,Call,2025-07-04,19.08,0.00087241,,25.0,68.1,106211.50499999999
BTC-4JUL25-130000-P,130000.0,Put,2025-07-04,19.08,0.22484527,,0.0,0.0,106211.50499999999
BTC-4JUL25-135000-C,135000.0,Call,2025-07-04,19.08,0.00057034,,2.0,28.9,106211.50499999999
BTC-4JUL25-135000-P,135000.0,Put,2025-07-04,19.08,0.27161908,,0.0,0.0,106211.50499999999
BTC-4JUL25-140000-C,140000.0,Call,2025-07-04,19.08,0.00047782,,0.0,55.3,106211.50499999999
BTC-4JUL25-140000-P,140000.0,Put,2025-07-04,19.08,0.31860245,,0.0,0.0,106211.50499999999
BTC-4JUL25-145000-C,145000.0,Call,2025-07-04,19.08,0.000359,,0.0,45.9,106211.50499999999
BTC-4JUL25-145000-P,145000.0,Put,2025-07-04,19.08,0.3655595,,0.0,0.0,106211.50499999999
BTC-4JUL25-150000-C,150000.0,Call,2025-07-04,19.08,0.00021086,,0.0,107.9,106211.50499999999
BTC-4JUL25-150000-P,150000.0,Put,2025-07-04,19.08,0.41248724,,0.0,0.0,106211.50499999999
BTC-25JUL25-30000-C,30000.0,Call,2025-07-25,40.08,0.7182985,,0.0,11.4,106469.76
BTC-25JUL25-30000-P,30000.0,Put,2025-07-25,40.08,6.567e-05,,0.0,497.9,106470.34
BTC-25JUL25-40000-C,40000.0,Call,2025-07-25,40.08,0.62450265,,0.0,12.0,106470.34
BTC-25JUL25-40000-P,40000.0,Put,2025-07-25,40.08,0.00018475,,0.5,125.7,106470.34
BTC-25JUL25-50000-C,50000.0,Call,2025-07-25,40.08,0.53069016,,0.0,29.9,106469.76
BTC-25JUL25-50000-P,50000.0,Put,2025-07-25,40.08,0.00030206,,0.0,377.5,106470.34
BTC-25JUL25-60000-C,60000.0,Call,2025-07-25,40.08,0.43705689,,0.0,12.3,106469.76
BTC-25JUL25-60000-P,60000.0,Put,2025-07-25,40.08,0.00058004,,0.0,522.9,106470.34
BTC-25JUL25-70000-C,70000.0,Call,2025-07-25,40.08,0.34377795,,0.0,35.2,106470.34
BTC-25JUL25-70000-P,70000.0,Put,2025-07-25,40.08,0.00122162,,1.2,318.4,106470.34
BTC-25JUL25-75000-C,75000.0,Call,2025-07-25,40.08,0.29759768,,0.0,20.3,106470.34
BTC-25JUL25-75000-P,75000.0,Put,2025-07-25,40.08,0.00200161,,10.1,427.1,106470.34
BTC-25JUL25-80000-C,80000.0,Call,2025-07-25,40.08,0.25177553,,0.0,106.6,106470.34
BTC-25JUL25-80000-P,80000.0,Put,2025-07-25,40.08,0.00313972,,0.5,748.1,106470.34
BTC-25JUL25-84000-C,84000.0,Call,2025-07-25,40.08,0.21614872,,0.0,2.5,106470.34
BTC-25JUL25-84000-P,84000.0,Put,2025-07-25,40.08,0.00508113,,3.5,482.4,106470.34
BTC-25JUL25-85000-C,85000.0,Call,2025-07-25,40.08,0.20735019,,0.0,48.8,106470.34
BTC-25JUL25-85000-P,85000.0,Put,2025-07-25,40.08,0.00567465,,15.8,2666.4,106470.34
BTC-25JUL25-86000-C,86000.0,Call,2025-07-25,40.08,0.19835747,,0.0,92.4,106470.34
BTC-25JUL25-86000-P,86000.0,Put,2025-07-25,40.08,0.00607398,,0.0,539.0,106470.34
BTC-25JUL25-88000-C,88000.0,Call,2025-07-25,40.08,0.1810553,,0.0,6.8,106469.76
BTC-25JUL25-88000-P,88000.0,Put,2025-07-25,40.08,0.00755592,,13.6,1047.7,106470.34
BTC-25JUL25-90000-C,90000.0,Call,2025-07-25,40.08,0.16404793,,0.0,114.7,106469.76
BTC-25JUL25-90000-P,90000.0,Put,2025-07-25,40.08,0.00933265,,82.0,719.2,106470.34
BTC-25JUL25-92000-C,92000.0,Call,2025-07-25,40.08,0.14756336,,0.0,9.9,106470.34
BTC-25JUL25-92000-P,92000.0,Put,2025-07-25,40.08,0.01163219,,12.9,661.9,106470.34
BTC-25JUL25-94000-C,94000.0,Call,2025-07-25,40.08,0.13188706,,0.0,228.1,106470.34
BTC-25JUL25-94000-P,94000.0,Put,2025-07-25,40.08,0.01473999,,8.4,538.1,106470.34
BTC-25JUL25-95000-C,95000.0,Call,2025-07-25,40.08,0.12435774,,0.0,5.5,106469.76
BTC-25JUL25-95000-P,95000.0,Put,2025-07-25,40.08,0.01660273,,85.1,329.5,106470.34
BTC-25JUL25-96000-C,96000.0,Call,2025-07-25,40.08,0.11696133,,0.0,155.1,106469.76
BTC-25JUL25-96000-P,96000.0,Put,2025-07-25,40.08,0.01859836,,3.4,348.7,106470.34
BTC-25JUL25-98000-C,98000.0,Call,2025-07-25,40.08,0.10270684,,0.0,217.7,106470.34
BTC-25JUL25-98000-P,98000.0,Put,2025-07-25,40.08,0.02312798,,62.9,1137.5,106470.34
BTC-25JUL25-100000-C,100000.0,Call,2025-07-25,40.08,0.0894805,,0.0,681.7,106470.34
BTC-25JUL25-100000-P,100000.0,Put,2025-07-25,40.08,0.02868574,,44.5,2345.0,106469.76
BTC-25JUL25-102000-C,102000.0,Call,2025-07-25,40.08,0.07718919,,0.0,268.0,106470.34
BTC-25JUL25-102000-P,102000.0,Put,2025-07-25,40.08,0.03517854,,1.9,1379.7,106470.34
BTC-25JUL25-104000-C,104000.0,Call,2025-07-25,40.08,0.06615823,,0.2,389.6,106470.34
BTC-25JUL25-104000-P,104000.0,Put,2025-07-25,40.08,0.04293168,,1.8,436.6,106470.34
BTC-25JUL25-105000-C,105000.0,Call,2025-07-25,40.08,0.06105811,,13.3,130.6,106470.34
BTC-25JUL25-105000-P,105000.0,Put,2025-07-25,40.08,0.04722361,,40.5,610.7,106470.34
BTC-25JUL25-106000-C,106000.0,Call,2025-07-25,40.08,0.05607674,,2.6,508.6,106470.34
BTC-25JUL25-106000-P,106000.0,Put,2025-07-25,40.08,0.05164465,,40.3,348.6,106469.76
BTC-25JUL25-108000-C,108000.0,Call,2025-07-25,40.08,0.04723019,,0.4,909.6,106469.76
BTC-25JUL25-108000-P,108000.0,Put,2025-07-25,40.08,0.06159205,,2.0,422.6,106469.76
BTC-25JUL25-110000-C,110000.0,Call,2025-07-25,40.08,0.03945744,,32.2,1865.5,106470.34
BTC-25JUL25-110000-P,110000.0,Put,2025-07-25,40.08,0.07258321,,0.0,811.6,106469.76
BTC-25JUL25-112000-C,112000.0,Call,2025-07-25,40.08,0.03287616,,1.8,1366.7,106469.76
BTC-25JUL25-112000-P,112000.0,Put,2025-07-25,40.08,0.08479292,,0.0,400.0,106470.34
BTC-25JUL25-114000-C,114000.0,Call,2025-07-25,40.08,0.02716093,,7.1,458.4,106470.34
BTC-25JUL25-114000-P,114000.0,Put,2025-07-25,40.08,0.09785491,,6.0,59.0,106470.34
BTC-25JUL25-115000-C,115000.0,Call,2025-07-25,40.08,0.02465375,,60.9,2111.3,106470.34
BTC-25JUL25-115000-P,115000.0,Put,2025-07-25,40.08,0.10473979,,0.0,78.3,106470.34
BTC-25JUL25-116000-C,116000.0,Call,2025-07-25,40.08,0.02232639,,5.7,674.3,106470.34
BTC-25JUL25-116000-P,116000.0,Put,2025-07-25,40.08,0.11180448,,0.0,34.2,106470.34
BTC-25JUL25-118000-C,118000.0,Call,2025-07-25,40.08,0.01841646,,60.9,318.9,106469.76
BTC-25JUL25-118000-P,118000.0,Put,2025-07-25,40.08,0.12667865,,0.0,23.0,106470.34
BTC-25JUL25-120000-C,120000.0,Call,2025-07-25,40.08,0.0149348,,21.3,2587.5,106469.76
BTC-25JUL25-120000-P,120000.0,Put,2025-07-25,40.08,0.14198109,,0.0,8.6,106470.34
BTC-25JUL25-122000-C,122000.0,Call,2025-07-25,40.08,0.01223419,,18.4,1161.9,106470.34
BTC-25JUL25-122000-P,122000.0,Put,2025-07-25,40.08,0.15806458,,0.0,6.8,106470.34
BTC-25JUL25-124000-C,124000.0,Call,2025-07-25,40.08,0.00993742,,5.9,104.5,106469.76
BTC-25JUL25-124000-P,124000.0,Put,2025-07-25,40.08,0.17455192,,0.0,0.0,106470.34
BTC-25JUL25-125000-C,125000.0,Call,2025-07-25,40.08,0.00896836,,1.1,1492.6,106470.34
BTC-25JUL25-125000-P,125000.0,Put,2025-07-25,40.08,0.18297492,,0.0,0.6,106470.34
BTC-25JUL25-126000-C,126000.0,Call,2025-07-25,40.08,0.00821709,,12.0,317.6,106470.34
BTC-25JUL25-126000-P,126000.0,Put,2025-07-25,40.08,0.1916157,,0.0,0.0,106470.34
BTC-25JUL25-130000-C,130000.0,Call,2025-07-25,40.08,0.00551621,,11.5,2952.7,106470.34
BTC-25JUL25-130000-P,130000.0,Put,2025-07-25,40.08,0.22648302,,0.0,0.1,106470.34
BTC-25JUL25-135000-C,135000.0,Call,2025-07-25,40.08,0.00350799,,8.0,2673.1,106470.34
BTC-25JUL25-135000-P,135000.0,Put,2025-07-25,40.08,0.27143507,,0.0,0.5,106470.34
BTC-25JUL25-140000-C,140000.0,Call,2025-07-25,40.08,0.00231302,,133.2,2748.1,106470.34
BTC-25JUL25-140000-P,140000.0,Put,2025-07-25,40.08,0.31720036,,0.0,10.7,106470.34
BTC-25JUL25-150000-C,150000.0,Call,2025-07-25,40.08,0.0014087,,3.3,2189.2,106469.76
BTC-25JUL25-150000-P,150000.0,Put,2025-07-25,40.08,0.41021698,,0.0,0.0,106470.34
BTC-25JUL25-160000-C,160000.0,Call,2025-07-25,40.08,0.00077712,,0.8,286.2,106470.34
BTC-25JUL25-160000-P,160000.0,Put,2025-07-25,40.08,0.50350551,,0.0,0.0,106470.34
BTC-25JUL25-170000-C,170000.0,Call,2025-07-25,40.08,0.00062066,,0.0,236.4,106470.34
BTC-25JUL25-170000-P,170000.0,Put,2025-07-25,40.08,0.59726958,,0.0,0.0,106470.34
BTC-25JUL25-180000-C,180000.0,Call,2025-07-25,40.08,0.00036738,,0.0,251.0,106469.76
BTC-25JUL25-180000-P,180000.0,Put,2025-07-25,40.08,0.69093682,,0.0,0.0,106470.34
BTC-25JUL25-200000-C,200000.0,Call,2025-07-25,40.08,0.00021333,,0.0,433.2,106470.34
BTC-25JUL25-200000-P,200000.0,Put,2025-07-25,40.08,0.87862382,,0.0,0.0,106470.34
BTC-29AUG25-40000-C,40000.0,Call,2025-08-29,75.08,0.62694882,,0.0,0.0,107117.61555555555
BTC-29AUG25-40000-P,40000.0,Put,2025-08-29,75.08,0.00037012,,0.0,33.9,107117.61555555555
BTC-29AUG25-50000-C,50000.0,Call,2025-08-29,75.08,0.53411376,,0.0,12.4,107117.61555555555
BTC-29AUG25-50000-P,50000.0,Put,2025-08-29,75.08,0.0008904,,0.2,16.0,107117.61555555555
BTC-29AUG25-60000-C,60000.0,Call,2025-08-29,75.08,0.44169444,,0.0,10.3,107117.61555555555
BTC-29AUG25-60000-P,60000.0,Put,2025-08-29,75.08,0.0018264,,1.6,31.1,107117.61555555555
BTC-29AUG25-70000-C,70000.0,Call,2025-08-29,75.08,0.35049056,,0.0,1.3,107117.61555555555
BTC-29AUG25-70000-P,70000.0,Put,2025-08-29,75.08,0.00397785,,0.2,172.9,107117.61555555555
BTC-29AUG25-80000-C,80000.0,Call,2025-08-29,75.08,0.26216661,,0.0,30.9,107117.61555555555
BTC-29AUG25-80000-P,80000.0,Put,2025-08-29,75.08,0.00900922,,32.2,473.8,107117.61555555555
BTC-29AUG25-85000-C,85000.0,Call,2025-08-29,75.08,0.22013081,,0.0,60.0,107117.61555555555
BTC-29AUG25-85000-P,85000.0,Put,2025-08-29,75.08,0.01365108,,27.1,303.0,107117.61555555555
BTC-29AUG25-90000-C,90000.0,Call,2025-08-29,75.08,0.18093897,,0.2,14.3,107117.61555555555
BTC-29AUG25-90000-P,90000.0,Put,2025-08-29,75.08,0.02113691,,15.2,431.0,107117.61555555555
BTC-29AUG25-92000-C,92000.0,Call,2025-08-29,75.08,0.16623789,,0.0,3.9,107117.61555555555
BTC-29AUG25-92000-P,92000.0,Put,2025-08-29,75.08,0.0251069,,5.5,28.8,107117.61555555555
BTC-29AUG25-94000-C,94000.0,Call,2025-08-29,75.08,0.15208791,,0.0,0.0,107117.61555555555
BTC-29AUG25-94000-P,94000.0,Put,2025-08-29,75.08,0.02962798,,0.1,47.6,107117.61555555555
BTC-29AUG25-95000-C,95000.0,Call,2025-08-29,75.08,0.14527955,,0.0,0.0,107117.61555555555
BTC-29AUG25-95000-P,95000.0,Put,2025-08-29,75.08,0.03215515,,0.7,89.2,107117.61555555555
BTC-29AUG25-96000-C,96000.0,Call,2025-08-29,75.08,0.1387133,,0.0,0.2,107117.61555555555
BTC-29AUG25-96000-P,96000.0,Put,2025-08-29,75.08,0.03492444,,1.4,62.1,107117.61555555555
BTC-29AUG25-98000-C,98000.0,Call,2025-08-29,75.08,0.12598225,,0.0,1.0,107117.61555555555
BTC-29AUG25-98000-P,98000.0,Put,2025-08-29,75.08,0.04086445,,50.1,205.5,107117.61555555555
BTC-29AUG25-100000-C,100000.0,Call,2025-08-29,75.08,0.11407717,,0.0,227.9,107117.61555555555
BTC-29AUG25-100000-P,100000.0,Put,2025-08-29,75.08,0.04763044,,28.6,344.6,107117.61555555555
BTC-29AUG25-102000-C,102000.0,Call,2025-08-29,75.08,0.10289991,,0.2,82.0,107117.61555555555
BTC-29AUG25-102000-P,102000.0,Put,2025-08-29,75.08,0.05512424,,0.2,29.9,107117.61555555555
BTC-29AUG25-104000-C,104000.0,Call,2025-08-29,75.08,0.09262966,,0.3,353.0,107117.61555555555
BTC-29AUG25-104000-P,104000.0,Put,2025-08-29,75.08,0.06352506,,0.8,170.2,107117.61555555555
BTC-29AUG25-106000-C,106000.0,Call,2025-08-29,75.08,0.08301666,,0.0,179.5,107117.61555555555
BTC-29AUG25-106000-P,106000.0,Put,2025-08-29,75.08,0.07258313,,0.2,300.0,107117.61555555555
BTC-29AUG25-108000-C,108000.0,Call,2025-08-29,75.08,0.07425432,,0.8,305.7,107117.61555555555
BTC-29AUG25-108000-P,108000.0,Put,2025-08-29,75.08,0.08249185,,0.4,143.6,107117.61555555555
BTC-29AUG25-110000-C,110000.0,Call,2025-08-29,75.08,0.06621011,,0.0,671.3,107118.46888888889
BTC-29AUG25-110000-P,110000.0,Put,2025-08-29,75.08,0.0931187,,0.1,447.9,107117.61555555555
BTC-29AUG25-112000-C,112000.0,Call,2025-08-29,75.08,0.05886202,,51.0,141.3,107118.46888888889
BTC-29AUG25-112000-P,112000.0,Put,2025-08-29,75.08,0.10444168,,0.0,47.6,107117.61555555555
BTC-29AUG25-114000-C,114000.0,Call,2025-08-29,75.08,0.05231105,,0.0,37.9,107117.61555555555
BTC-29AUG25-114000-P,114000.0,Put,2025-08-29,75.08,0.11656178,,0.0,2.4,107117.61555555555
BTC-29AUG25-116000-C,116000.0,Call,2025-08-29,75.08,0.0463521,,0.1,229.7,107117.61555555555
BTC-29AUG25-116000-P,116000.0,Put,2025-08-29,75.08,0.12927389,,0.0,3.5,107117.61555555555
BTC-29AUG25-118000-C,118000.0,Call,2025-08-29,75.08,0.04096995,,0.9,54.0,107117.61555555555
BTC-29AUG25-118000-P,118000.0,Put,2025-08-29,75.08,0.1425628,,0.0,0.0,107117.61555555555
BTC-29AUG25-120000-C,120000.0,Call,2025-08-29,75.08,0.03611223,,0.1,710.6,107117.61555555555
BTC-29AUG25-120000-P,120000.0,Put,2025-08-29,75.08,0.15637616,,0.0,0.0,107117.61555555555
BTC-29AUG25-122000-C,122000.0,Call,2025-08-29,75.08,0.0318842,,0.0,202.1,107117.61555555555
BTC-29AUG25-122000-P,122000.0,Put,2025-08-29,75.08,0.17081918,,0.0,0.0,107117.61555555555
BTC-29AUG25-124000-C,124000.0,Call,2025-08-29,75.08,0.02815176,,0.4,9.4,107117.61555555555
BTC-29AUG25-124000-P,124000.0,Put,2025-08-29,75.08,0.18575782,,0.0,0.0,107117.61555555555
BTC-29AUG25-125000-C,125000.0,Call,2025-08-29,75.08,0.02637204,,3.3,224.2,107117.61555555555
BTC-29AUG25-125000-P,125000.0,Put,2025-08-29,75.08,0.19331362,,0.0,0.0,107117.61555555555
BTC-29AUG25-126000-C,126000.0,Call,2025-08-29,75.08,0.02479984,,1.4,126.0,107117.61555555555
BTC-29AUG25-126000-P,126000.0,Put,2025-08-29,75.08,0.20107696,,0.0,0.0,107117.61555555555
BTC-29AUG25-130000-C,130000.0,Call,2025-08-29,75.08,0.0191452,,30.5,638.3,107117.61555555555
BTC-29AUG25-130000-P,130000.0,Put,2025-08-29,75.08,0.23276444,,0.0,0.1,107117.61555555555
BTC-29AUG25-135000-C,135000.0,Call,2025-08-29,75.08,0.0139624,,23.0,435.9,107117.61555555555
BTC-29AUG25-135000-P,135000.0,Put,2025-08-29,75.08,0.27425931,,0.0,0.0,107117.61555555555
BTC-29AUG25-140000-C,140000.0,Call,2025-08-29,75.08,0.01038882,,11.3,551.2,107117.61555555555
BTC-29AUG25-140000-P,140000.0,Put,2025-08-29,75.08,0.31736339,,0.0,0.0,107117.61555555555
BTC-29AUG25-145000-C,145000.0,Call,2025-08-29,75.08,0.0076023,,6.3,312.5,107117.61555555555
BTC-29AUG25-145000-P,145000.0,Put,2025-08-29,75.08,0.36125454,,0.0,0.0,107117.61555555555
BTC-29AUG25-150000-C,150000.0,Call,2025-08-29,75.08,0.00588894,,0.1,1443.4,107117.61555555555
BTC-29AUG25-150000-P,150000.0,Put,2025-08-29,75.08,0.40621884,,0.0,0.0,107117.61555555555
BTC-29AUG25-160000-C,160000.0,Call,2025-08-29,75.08,0.00348119,,0.0,82.7,107117.61555555555
BTC-29AUG25-160000-P,160000.0,Put,2025-08-29,75.08,0.49716642,,0.0,0.0,107117.61555555555
BTC-29AUG25-170000-C,170000.0,Call,2025-08-29,75.08,0.00229891,,0.2,120.6,107117.61555555555
BTC-29AUG25-170000-P,170000.0,Put,2025-08-29,75.08,0.58933947,,0.0,0.0,107117.61555555555
BTC-29AUG25-180000-C,180000.0,Call,2025-08-29,75.08,0.00156029,,0.1,55.4,107117.61555555555
BTC-29AUG25-180000-P,180000.0,Put,2025-08-29,75.08,0.68195617,,0.0,0.0,107117.61555555555
BTC-29AUG25-190000-C,190000.0,Call,2025-08-29,75.08,0.00116944,,0.2,99.5,107117.61555555555
BTC-29AUG25-190000-P,190000.0,Put,2025-08-29,75.08,0.77492065,,0.0,0.0,107117.61555555555
BTC-26SEP25-20000-C,20000.0,Call,2025-09-26,103.08,0.8142655,,0.0,34.0,107635.9
BTC-26SEP25-20000-P,20000.0,Put,2025-09-26,103.08,7.581e-05,,0.0,391.0,107635.9
BTC-26SEP25-30000-C,30000.0,Call,2025-09-26,103.08,0.72155007,,0.0,21.9,107635.9
BTC-26SEP25-30000-P,30000.0,Put,2025-09-26,103.08,0.00026555,,0.0,466.3,107635.9
BTC-26SEP25-40000-C,40000.0,Call,2025-09-26,103.08,0.62918112,,0.0,10.6,107635.9
BTC-26SEP25-40000-P,40000.0,Put,2025-09-26,103.08,0.00080175,,0.0,491.2,107635.9
BTC-26SEP25-50000-C,50000.0,Call,2025-09-26,103.08,0.53705225,,0.0,53.9,107635.9
BTC-26SEP25-50000-P,50000.0,Put,2025-09-26,103.08,0.00157804,,0.0,579.2,107635.9
BTC-26SEP25-55000-C,55000.0,Call,2025-09-26,103.08,0.49134806,,0.0,10.2,107635.9
BTC-26SEP25-55000-P,55000.0,Put,2025-09-26,103.08,0.00232643,,0.0,441.0,107635.9
BTC-26SEP25-60000-C,60000.0,Call,2025-09-26,103.08,0.44594154,,0.0,46.3,107635.9
BTC-26SEP25-60000-P,60000.0,Put,2025-09-26,103.08,0.00337249,,0.5,1897.2,107635.9
BTC-26SEP25-65000-C,65000.0,Call,2025-09-26,103.08,0.401134,,0.0,39.2,107635.9
BTC-26SEP25-65000-P,65000.0,Put,2025-09-26,103.08,0.00501753,,0.2,458.9,107635.9
BTC-26SEP25-70000-C,70000.0,Call,2025-09-26,103.08,0.35667928,,0.0,484.3,107635.9
BTC-26SEP25-70000-P,70000.0,Put,2025-09-26,103.08,0.00701539,,0.5,846.7,107635.9
BTC-26SEP25-75000-C,75000.0,Call,2025-09-26,103.08,0.3132415,,0.0,203.2,107635.9
BTC-26SEP25-75000-P,75000.0,Put,2025-09-26,103.08,0.01003018,,25.1,1468.6,107635.9
BTC-26SEP25-80000-C,80000.0,Call,2025-09-26,103.08,0.27128186,,0.0,1130.0,107635.9
BTC-26SEP25-80000-P,80000.0,Put,2025-09-26,103.08,0.01452312,,0.9,2305.2,107635.9
BTC-26SEP25-85000-C,85000.0,Call,2025-09-26,103.08,0.23127482,,0.3,471.2,107634.53
BTC-26SEP25-85000-P,85000.0,Put,2025-09-26,103.08,0.02096866,,1.1,1056.8,107635.9
BTC-26SEP25-90000-C,90000.0,Call,2025-09-26,103.08,0.19416831,,0.0,1283.2,107635.9
BTC-26SEP25-90000-P,90000.0,Put,2025-09-26,103.08,0.03031473,,0.6,936.9,107635.9
BTC-26SEP25-95000-C,95000.0,Call,2025-09-26,103.08,0.16057663,,0.0,1078.1,107635.9
BTC-26SEP25-95000-P,95000.0,Put,2025-09-26,103.08,0.04317563,,19.0,1563.0,107635.9
BTC-26SEP25-100000-C,100000.0,Call,2025-09-26,103.08,0.13110722,,1.9,2656.4,107634.53
BTC-26SEP25-100000-P,100000.0,Put,2025-09-26,103.08,0.06015881,,14.3,1258.5,107635.9
BTC-26SEP25-105000-C,105000.0,Call,2025-09-26,103.08,0.10559794,,4.8,845.9,107635.9
BTC-26SEP25-105000-P,105000.0,Put,2025-09-26,103.08,0.0811021,,1.1,841.3,107635.9
BTC-26SEP25-110000-C,110000.0,Call,2025-09-26,103.08,0.08445968,,61.6,2442.6,107635.9
BTC-26SEP25-110000-P,110000.0,Put,2025-09-26,103.08,0.10641642,,0.0,750.0,107635.9
BTC-26SEP25-115000-C,115000.0,Call,2025-09-26,103.08,0.06693601,,0.2,5322.8,107635.9
BTC-26SEP25-115000-P,115000.0,Put,2025-09-26,103.08,0.13534533,,0.0,135.3,107635.9
BTC-26SEP25-120000-C,120000.0,Call,2025-09-26,103.08,0.05281855,,0.8,2220.4,107635.9
BTC-26SEP25-120000-P,120000.0,Put,2025-09-26,103.08,0.16768045,,0.0,170.1,107635.9
BTC-26SEP25-125000-C,125000.0,Call,2025-09-26,103.08,0.04159991,,0.5,1694.4,107635.9
BTC-26SEP25-125000-P,125000.0,Put,2025-09-26,103.08,0.20291439,,25.0,28.7,107635.9
BTC-26SEP25-130000-C,130000.0,Call,2025-09-26,103.08,0.03270882,,1.8,2945.5,107635.9
BTC-26SEP25-130000-P,130000.0,Put,2025-09-26,103.08,0.24047588,,0.0,44.5,107635.9
BTC-26SEP25-140000-C,140000.0,Call,2025-09-26,103.08,0.02036165,,8.6,6990.3,107635.9
