date,Symbol,Open,High,Low,close,Volume USDT,tradecount,IV,Fear_index,Fear_classification,ma200_raw,dist_ma200,ratio_ma200,zraw_close_60,zraw_close_120,ma30_raw,ma90_raw,ma30_90_diff,vol_30mean,tc_30mean,vol_spike_10,tc_spike_10,ret1_raw,ret3_raw,ret5_raw,hv20_raw,RSI14_raw,IV_pct,Fear_idx
2022-05-05,BTCUSDT,39690.0,39845.51,35571.9,36552.97,3329684235.963952,1979692,63.13,27.0,Fear,46802.87115,-10249.901149999998,0.780998453766869,-1.7119091601289311,-1.5908303177261847,40084.202,41328.35277777778,-1244.1507777777806,1788037562.249205,1052486.1,1.5659637430360096,1.6272102679462366,-0.07903829680020158,-0.05119225981151021,-0.02864222923775206,0.48975115354990334,36.79157198536759,0.6313,0.27
2022-05-06,BTCUSDT,36552.97,36675.63,35258.0,36013.77,2466507512.182029,1214518,62.19,22.0,Extreme Fear,46672.8908,-10659.120800000004,0.7716207284936376,-1.8561919896517707,-1.7449959112276618,39845.64533333333,41268.699222222225,-1423.0538888888987,1780232989.2922595,1043906.3,1.1681778183411822,1.012176608324377,-0.014751195320106825,-0.04546058133078179,-0.06380777964222539,0.4910354331037884,37.37391545596117,0.6219,0.22
2022-05-07,BTCUSDT,36013.77,36146.3,34785.0,35472.39,1222539413.6400983,746488,64.87,23.0,Extreme Fear,46528.8498,-11056.459800000004,0.7623741002082539,-1.9697149956131783,-1.890775231505966,39579.91866666667,41191.93833333333,-1612.0196666666598,1766854986.8582618,1035462.0333333333,0.6076795314535801,0.6483601782502367,-0.015032583370194197,-0.10626379440665157,-0.07924094280205463,0.49034580527267274,36.68749911959016,0.6487,0.23
2022-05-08,BTCUSDT,35472.4,35514.22,33713.95,34038.4,2498365159.9945807,1301451,68.59,18.0,Extreme Fear,46369.03475,-12330.634749999997,0.7340760959014788,-2.2956411876138145,-2.317478407996041,39306.13166666667,41083.03177777778,-1776.9001111111138,1789110493.1377041,1041905.8666666667,1.2251261902618948,1.1142859491256871,-0.040425525317014155,-0.06879249483694483,-0.09781745847684598,0.48888762677520503,33.43343563972719,0.6859000000000001,0.18
2022-05-09,BTCUSDT,34038.39,34243.15,30033.33,30076.31,6166367111.275724,2564538,84.91,11.0,Extreme Fear,46208.450549999994,-16132.140549999993,0.6508833263616108,-3.1982993734512246,-3.4544900770014695,38883.543,40927.84644444444,-2044.303444444442,1969346910.6264355,1106049.4666666666,2.511456879460696,1.9512452328540244,-0.11640059462254393,-0.16486638305292656,-0.24221945074326023,0.6105843223594921,23.214090684870087,0.8491,0.11
2022-05-10,BTCUSDT,30074.23,32658.99,29730.4,31017.1,5179856929.47993,2470325,81.61,10.0,Extreme Fear,46060.09495,-15042.99495,0.6734050382151894,-2.708775179866594,-2.9997762247112805,38512.151333333335,40779.450666666664,-2267.299333333329,2109626817.0257354,1165760.8666666667,1.825313380479347,1.6924624761236609,0.031280100517649734,-0.12559881079340862,-0.15144788508293583,0.6315151094539438,30.231701602347798,0.8161,0.1
2022-05-11,BTCUSDT,31017.11,32162.59,27785.0,29103.94,6300295994.553138,3559270,101.25,12.0,Extreme Fear,45899.18090000001,-16795.240900000008,0.6340840823152901,-2.947731168032516,-3.3906893499213195,38164.601,40619.54511111111,-2454.944111111108,2232902047.743672,1238205.7333333334,1.8976828604058529,2.0772955628445713,-0.061680814776365334,-0.14496744852872057,-0.19186633334971592,0.6540013212695738,22.963001310783838,1.0125,0.12
2022-05-12,BTCUSDT,29103.94,30243.0,26700.0,29029.75,5795451310.945577,3951233,114.58,12.0,Extreme Fear,45740.06855,-16710.318550000004,0.6346678288920055,-2.746127415119175,-3.2366554780163375,37796.428,40471.278666666665,-2674.8506666666653,2349099955.722062,1331457.9333333333,1.5690122092032348,1.972510486362649,-0.002549139394872224,-0.034796821817570045,-0.18162407438574057,0.6554441752612891,20.738913242049037,1.1458,0.12
2022-05-13,BTCUSDT,29029.74,31083.37,28751.67,29287.05,2956855804.856112,2051900,99.66,10.0,Extreme Fear,45571.1099,-16284.059900000004,0.642667033220536,-2.4988798502715985,-3.0137337600964633,37401.07,40327.60288888889,-2926.5328888888907,2391756100.7475634,1368252.5666666667,0.7709284549406918,0.9734673570335163,0.00886332124803002,-0.05577729703937506,-0.13958793597818941,0.6602801037330286,23.27449492020581,0.9965999999999999,0.1
2022-05-14,BTCUSDT,29287.05,30343.27,28630.0,30086.74,1501483453.5008905,1204626,93.57,9.0,Extreme Fear,45419.89955,-15333.15955,0.6624131778820722,-2.190230483945988,-2.685419322180541,37072.54866666668,40194.63711111111,-3122.088444444431,2391981339.663659,1381614.9,0.4012793982369293,0.572430931872828,0.02730524241943111,0.03376862376709133,0.0003467845623350563,0.674814801757596,28.133717168953353,0.9357,0.09
2022-05-15,BTCUSDT,30086.74,31460.0,29480.0,31328.89,1401499926.2304175,1016769,92.34,10.0,Extreme Fear,45284.476800000004,-13955.586800000005,0.6918240468663204,-1.8335904597953163,-2.2819941710126046,36765.115,40070.11433333333,-3304.999333333333,2406468389.310798,1394956.0,0.39490860123054905,0.5063308726137659,0.04128562948328729,0.07919944195179074,0.010052197013905362,0.6893471339605649,29.780674526933936,0.9234,0.1
2022-05-16,BTCUSDT,31328.89,31328.9,29087.04,29874.01,2185567735.6820626,1561954,96.37,14.0,Extreme Fear,45130.9674,-15256.957400000003,0.661940386414141,-2.0234567985839758,-2.5657986204360217,36414.958333333336,39907.10488888889,-3492.146555555555,2458044797.0363965,1432906.2666666666,0.6207538565866116,0.7645935194434222,-0.04643892586044385,0.020041622491852262,0.02645930413545372,0.6809184730937148,27.297275877796295,0.9637,0.14
2022-05-17,BTCUSDT,29874.01,30788.37,29450.38,30444.93,1715109131.0802064,1175382,91.46,8.0,Extreme Fear,44971.9235,-14526.993499999997,0.6769763806077808,-1.8188213804254774,-2.342365340604889,36107.18533333333,39757.89788888889,-3650.7125555555613,2488434626.4396133,1452410.9666666666,0.48041125301226434,0.5635310705317352,0.019110926186340693,0.01190524463600906,0.04874930028677471,0.6736686360062857,30.6562310453361,0.9146,0.08
2022-05-18,BTCUSDT,30444.93,30709.99,28654.47,28715.32,1762843836.126938,1379212,100.59,12.0,Extreme Fear,44806.20415,-16090.884149999998,0.6408782119518152,-2.0396283252049607,-2.6652903213421513,35704.325,39626.78255555556,-3922.457555555564,2475410255.1134067,1459793.3333333333,0.504169065164275,0.6588002059114862,-0.05681110122440747,-0.08342363869259328,-0.019521597429580595,0.6852248229192389,20.492429171698987,1.0059,0.12
2022-05-19,BTCUSDT,28715.33,30545.18,28691.38,30319.23,2014360135.785272,1860780,91.11,13.0,Extreme Fear,44651.30130000001,-14332.071300000007,0.6790223155265577,-1.6632176593490764,-2.209473986305452,35331.86,39519.50244444445,-4187.642444444449,2493476817.460843,1490668.4666666666,0.6537302236212189,0.9197461912148565,0.0558555502776914,0.014903255371475188,0.007727324396062718,0.7275194422322059,31.733443667857102,0.9111,0.13
2022-05-20,BTCUSDT,30319.22,30777.33,28730.0,29201.01,1800589029.270878,1694004,88.56,13.0,Extreme Fear,44492.7508,-15291.740800000003,0.6563093869215206,-1.783430516206592,-2.3922296815369672,34926.62066666667,39398.634,-4472.013333333329,2496928475.6336956,1511673.8333333333,0.6563335023344968,0.8707235572314346,-0.03688154349566264,-0.04085803449047187,-0.0679206955624665,0.7317660218929214,30.691951380433792,0.8856,0.13
2022-05-21,BTCUSDT,29201.01,29656.18,28947.28,29445.06,616194663.9792111,643486,84.12,13.0,Extreme Fear,44323.87615,-14878.816149999995,0.6643159975529352,-1.664738498112048,-2.275743486349777,34558.789000000004,39299.280333333336,-4740.491333333332,2434932917.170094,1482608.1666666667,0.28330847728251163,0.38906375137203125,0.008357587631386831,0.025412915475084397,-0.014358634813337656,0.7248766692070044,32.6251156676727,0.8412000000000001,0.13
2022-05-22,BTCUSDT,29445.07,30487.99,29255.11,30293.94,1082530816.0162497,862880,82.49,14.0,Extreme Fear,44160.863450000004,-13866.923450000006,0.6859906630743199,-1.4577492940664944,-2.0459538999160025,34244.94766666667,39224.67788888889,-4979.730222222221,2408678198.957227,1476588.4666666666,0.6353986158503171,0.6414991071662888,0.0288292840972304,-0.0008341240856051257,-0.004959446449704474,0.7381318144282266,38.82906996725502,0.8249,0.14
2022-05-23,BTCUSDT,30293.93,30670.51,28866.35,29109.15,1914305818.074519,1328317,82.54,10.0,Extreme Fear,43999.43415,-14890.28415,0.661580098979523,-1.5951800446146753,-2.25241946948968,33900.532666666666,39123.33144444445,-5222.798777777782,2445665825.4627814,1496727.9666666666,1.196853710789688,1.043666386169692,-0.03910980215845139,-0.0031457816013896744,0.013714978624650653,0.7442493149448146,46.54154395410271,0.8254,0.1
2022-05-24,BTCUSDT,29109.14,29845.86,28669.0,29654.58,1740257602.3067698,946421,82.27,12.0,Extreme Fear,43843.02145000001,-14188.441450000006,0.6763808473788477,-1.4464999301667765,-2.0839044793658705,33574.01433333333,39038.93777777778,-5464.923444444445,2468463204.105678,1499335.9,1.0720321994811532,0.7590066888787216,0.018737407310072562,0.007115624828069711,-0.021921730861898414,0.7152502449001185,44.98600887012607,0.8227,0.12
2022-05-25,BTCUSDT,29654.58,30223.74,29294.21,29542.15,1771708175.0718915,985440,82.57,11.0,Extreme Fear,43683.37915,-14141.22915,0.6762789549443544,-1.4124034119147828,-2.0591104045173965,33211.21666666667,38941.326,-5730.109333333334,2445184443.10007,1489505.5333333334,1.0670712213974076,0.7922896160083923,-0.0037913199242747275,-0.024816514458007033,0.011682472626802998,0.6723532791409449,51.85895668331002,0.8256999999999999,0.11
2022-05-26,BTCUSDT,29542.14,29886.64,28019.56,29201.35,2759055410.397752,1431112,81.63,12.0,Extreme Fear,43513.01795000001,-14311.66795000001,0.6710945683784729,-1.4223652369444295,-2.0810034587899655,32914.17333333333,38830.01688888889,-5915.843555555555,2449979394.7188315,1491155.3333333333,1.6062541188115358,1.1628406974418044,-0.011536059494654305,0.0031673889481484974,-0.008276770364876285,0.6721305230650964,50.71185242585694,0.8162999999999999,0.12
2022-05-27,BTCUSDT,29201.35,29397.66,28282.9,28629.8,2626515958.503489,1321406,84.72,12.0,Extreme Fear,43318.537800000006,-14688.737800000006,0.6609133515120632,-1.4708692648089063,-2.1437791630855294,32560.642666666667,38713.49555555555,-6152.852888888883,2463579138.588068,1494132.7666666666,1.4520474761698898,1.0611096487304563,-0.019572725233593657,-0.034557225224569055,-0.05493309883098729,0.6728144267357921,47.34279321857375,0.8472,0.12
2022-05-28,BTCUSDT,28629.81,29266.0,28450.0,29031.33,994674257.5679232,684423,80.91,13.0,Extreme Fear,43128.956150000005,-14097.626150000004,0.6731285102062456,-1.3639634402195546,-2.0123497220940094,32203.618,38617.187333333335,-6413.5693333333365,2422608000.980119,1479105.4666666666,0.5742859347098589,0.5820780252603509,0.01402489713515287,-0.01729122626484525,-0.0026733862033071487,0.6676607733749386,45.591123847558045,0.8090999999999999,0.13
2022-05-29,BTCUSDT,29031.33,29587.78,28839.21,29468.1,804777532.6497605,635311,81.2,14.0,Extreme Fear,42951.8845,-13483.784500000002,0.686072342180935,-1.2546631627531888,-1.881569796594594,31899.351000000002,38465.05511111111,-6565.70411111111,2382562729.973245,1463577.8333333333,0.4995326492438422,0.6031738948807535,0.015044780931497082,0.009134851642133013,-0.006288404691619398,0.5312382862383721,41.66594259824409,0.812,0.14
2022-05-30,BTCUSDT,29468.1,32222.0,29299.62,31734.22,2980527582.467496,1380410,75.39,10.0,Extreme Fear,42786.68429999999,-11052.464299999992,0.7416844871057233,-0.8379342661903881,-1.4118478344512428,31702.798333333336,38324.08866666666,-6621.290333333327,2436750298.3177114,1475679.2,1.7237901389862322,1.3507996609521327,0.07690078423787083,0.10843317103158245,0.07420143760694464,0.5889625714671386,57.76704988137791,0.7539,0.1
2022-05-31,BTCUSDT,31734.23,32399.0,31200.01,31801.04,1981259117.011546,1161340,73.06,16.0,Extreme Fear,42625.078349999996,-10824.038349999995,0.7460640831877792,-0.799991796137467,-1.3767258104950741,31480.554666666663,38189.73377777778,-6709.179111111116,2453516959.8209667,1480351.9666666666,1.0620177393965469,1.0816182455905061,0.002105613435591014,0.09540417197558626,0.08902636350716664,0.539199995676564,55.911082904494876,0.7306,0.16
2022-06-01,BTCUSDT,31801.05,31982.97,29301.0,29805.83,3171191028.249736,1404611,74.75,17.0,Extreme Fear,42452.2075,-12646.377499999995,0.7021031827379061,-1.1222066518512757,-1.7279252155748528,31189.910333333337,38049.19855555555,-6859.288222222214,2490608303.4860806,1492042.5666666667,1.5287067941068613,1.24535599604603,-0.06274040094286226,0.011460867853713141,0.041077129424585745,0.5902695257859338,54.64580186103018,0.7475,0.17
2022-06-02,BTCUSDT,29805.84,30689.0,29594.55,30452.62,1711652906.191896,1086183,73.43,13.0,Extreme Fear,42276.8751,-11824.255099999998,0.7203138814770158,-0.9798780223017486,-1.5774922547079169,30947.365999999998,37952.57588888889,-7005.20988888889,2496352719.216986,1494744.3,0.8332609317022047,0.9841594243619242,0.02170011705763586,-0.04038542620552832,0.04895710944004272,0.5940027598761578,50.61872703371891,0.7343000000000001,0.13
2022-06-03,BTCUSDT,30452.63,30699.0,29282.36,29700.21,1615616950.7143807,993769,71.33,10.0,Extreme Fear,42107.342450000004,-12407.132450000005,0.7053451553079432,-1.0933304905494803,-1.6881827553201638,30614.373,37844.82311111111,-7230.450111111109,2468921484.659014,1486575.0333333334,0.7913104858156412,0.8965793501536674,-0.02470756210795655,-0.06606167597034562,0.007876653058731309,0.5940255649598833,52.39687024058962,0.7132999999999999,0.1
2022-06-04,BTCUSDT,29700.21,29988.88,29485.0,29864.04,760874329.4663155,618037,70.96,14.0,Extreme Fear,41956.3683,-12092.328300000001,0.7117880124052586,-1.0361339779650836,-1.6227256877382694,30391.408666666666,37749.74788888889,-7358.339222222221,2383294487.775759,1441186.5333333334,0.3920790690760586,0.5767098563518548,0.005516122613274499,0.001952973629655741,-0.05893259705138487,0.5743096623968397,52.02731734885838,0.7095999999999999,0.14
2022-06-05,BTCUSDT,29864.03,30189.0,29531.42,29919.21,691201528.1600257,604680,72.04,10.0,Extreme Fear,41804.24,-11885.029999999999,0.7156979770473043,-0.9947568609832854,-1.5795648513421157,30188.256666666664,37660.094666666664,-7471.838,2324117621.641693,1420858.6,0.3986560847008447,0.6113949507440216,0.001847372291223781,-0.01751606265733452,-0.05917510873858223,0.5495409014861851,48.03593423238791,0.7204,0.1
2022-06-06,BTCUSDT,29919.2,31765.64,29890.23,31373.1,2149499896.934937,1124745,68.51,13.0,Extreme Fear,41676.6474,-10303.547400000003,0.7527740823029829,-0.6852273025918404,-1.2886463805020472,30051.613666666664,37578.34433333333,-7526.730666666663,2355016304.4181876,1433467.1666666667,1.274814556097952,1.1603073768229852,0.048593863273796334,0.05632586436257525,0.052582665874427725,0.5721801915297688,61.54046132279842,0.6851,0.13
2022-06-07,BTCUSDT,31373.1,31589.6,29218.96,31125.33,3347397952.730591,1743957,71.51,15.0,Extreme Fear,41542.01285,-10416.682849999997,0.7492494432657228,-0.7081090824765329,-1.310539667007392,29954.511333333336,37458.162333333334,-7503.650999999998,2383317397.5093875,1448217.3666666667,1.742166210840465,1.621826491347612,-0.007897530049628454,0.042234406329485275,0.022090381714282792,0.5301656676213192,57.73176365695196,0.7151000000000001,0.15
2022-06-08,BTCUSDT,31125.32,31327.22,29843.88,30204.77,2087270428.34704,1236327,71.7,17.0,Extreme Fear,41394.49915,-11189.729150000003,0.7296807696729917,-0.8666592326435758,-1.451320185807017,29958.793333333335,37355.74866666667,-7396.9553333333315,2247347508.0784316,1403943.6666666667,1.0183549735403892,1.0888854813948035,-0.0295759113236711,0.00954436965414529,0.016988432068325565,0.5067551513372797,53.21061087950439,0.7170000000000001,0.17
2022-06-09,BTCUSDT,30204.77,30700.0,29944.1,30109.93,1399839073.774508,841562,72.57,11.0,Extreme Fear,41251.9387,-11142.008699999998,0.7299033923949858,-0.8584157839195036,-1.4419046593189169,29928.554333333333,37259.97488888889,-7331.42055555556,2121346912.888251,1349651.5666666667,0.7400368137248717,0.7781281382304978,-0.00313990141292253,-0.0402628366339316,0.0082336482270986,0.48772305495571855,54.50986076007164,0.7256999999999999,0.11
2022-06-10,BTCUSDT,30109.93,30382.8,28850.0,29091.88,2255866294.494887,1258608,72.55,13.0,Extreme Fear,41116.1622,-12024.282199999998,0.7075533912549844,-1.036113643322216,-1.5938251455783086,29928.15233333333,37152.025111111114,-7223.872777777782,1986532589.552976,1272962.8333333333,1.1755174843891798,1.1533657934187092,-0.03381110484149241,-0.06533103424124342,-0.027652133863160122,0.5031346641018611,52.1962478231442,0.7254999999999999,0.13
2022-06-11,BTCUSDT,29091.87,29440.41,28099.99,28424.7,1892007188.0756,1084163,75.05,12.0,Extreme Fear,40970.57935,-12545.87935,0.6937832086086916,-1.1379893976886937,-1.6772096139852823,29907.984,37048.106888888884,-7140.122888888884,1856417785.4573102,1177393.8333333333,1.0563247485654927,1.023564791303953,-0.02293354709286577,-0.0589334068758014,-0.0939785995008462,0.49713449956593575,47.18772860744276,0.7505,0.12
2022-06-12,BTCUSDT,28424.71,28544.96,26560.0,26574.53,2551767136.3295846,1451271,93.99,14.0,Extreme Fear,40817.76055,-14243.23055,0.6510531112417925,-1.477082504726067,-1.9565200057756755,29817.566666666666,36902.586444444445,-7085.019777777779,1842914829.839759,1157372.8666666667,1.3608451611009953,1.3245005370481056,-0.06509022082906779,-0.11741641378774381,-0.14620889160050676,0.5298376681565318,38.13994971640672,0.9399,0.14
2022-06-13,BTCUSDT,26574.53,26895.84,21925.77,22487.41,6192246037.404873,3261484,106.0,11.0,Extreme Fear,40635.3958,-18147.9858,0.5533946343399466,-2.2102553801558678,-2.5774351741087695,29564.255666666668,36715.99844444444,-7151.742777777774,1999273582.6365585,1225934.8,2.6544298852617665,2.4661814280617813,-0.153798392671479,-0.22702107942147431,-0.25550136617494523,0.7427480834538919,17.02234195755858,1.06,0.11
2022-06-14,BTCUSDT,22485.27,23362.88,20846.0,22136.41,4136108699.025428,2583151,103.09,8.0,Extreme Fear,40477.4452,-18341.035200000002,0.5468825883309453,-2.1685212330911843,-2.5438210077977037,29257.83966666667,36505.136333333336,-7247.296666666665,2090427208.396392,1278147.5333333334,1.548918497788829,1.7005660585539857,-0.015608733953799026,-0.22122625744510938,-0.2648136345717177,0.7420643813058894,16.217013574534064,1.0309,0.08
2022-06-15,BTCUSDT,22136.42,22800.0,20111.62,22583.72,4249276481.256697,2847831,89.15,7.0,Extreme Fear,40316.758649999996,-17733.038649999995,0.5601571345567485,-1.987515598038619,-2.393248752158436,29014.83,36301.42322222223,-7286.593222222225,2159217499.915547,1321010.1,1.4041959213968702,1.6335770249454789,0.02020698026464096,-0.15017424579098848,-0.22371053366093907,0.7515219315432329,21.691521461513645,0.8915000000000001,0.07
2022-06-16,BTCUSDT,22583.72,22995.73,20232.0,20401.31,2130037160.0626109,1690477,119.65,7.0,Extreme Fear,40132.3908,-19731.0808,0.5083502276669747,-2.281593646816261,-2.6502989103199392,28680.042666666664,36064.13211111111,-7384.089444444446,2173048434.21496,1338179.9333333333,0.7043350598594195,0.9392148856778532,-0.09663642659402438,-0.09276746410547054,-0.28226823853901706,0.8098250587760647,14.8351736776075,1.1965000000000001,0.07
2022-06-17,BTCUSDT,20400.6,21365.43,20246.66,20468.81,1796575392.5507207,1352992,108.67,9.0,Extreme Fear,39945.8536,-19477.0436,0.512413884178457,-2.161840085239699,-2.5436114527710396,28405.159,35822.66188888889,-7417.502888888892,2174172819.429086,1337305.9333333333,0.6261809539801699,0.7684020312285429,0.0033086110646816103,-0.07533290176681762,-0.22975834379761362,0.8055251409455417,16.077990416556418,1.0867,0.09
2022-06-18,BTCUSDT,20468.81,20792.06,17622.0,18970.79,3726639821.6961513,2467372,115.03,6.0,Extreme Fear,39755.954750000004,-20785.164750000004,0.4771810944874868,-2.321406344164013,-2.6679148711244385,28026.87766666667,35574.98055555556,-7548.102888888887,2231248808.959449,1357525.6666666667,1.2286828834587653,1.3097211404629492,-0.07318549539518904,-0.1599794010906972,-0.15638172648606485,0.8211058389756425,13.545755669470353,1.1503,0.06
2022-06-19,BTCUSDT,18970.79,20815.95,17960.41,20574.0,2487561781.535987,1950660,109.97,6.0,Extreme Fear,39572.9044,-18998.9044,0.5199011877429952,-1.9529230281606855,-2.347334649193398,27739.310666666668,35348.0,-7608.689333333332,2254147900.7016196,1366080.8666666667,0.7917610837703954,0.9778720272283816,0.08450939576053496,0.00846465251496098,-0.07058100206853779,0.8334217622657679,21.66234156890974,1.0997,0.06
2022-06-20,BTCUSDT,20574.0,21090.0,19637.03,20573.89,2220396381.7426524,1639448,99.27,9.0,Extreme Fear,39393.37215,-18819.482150000003,0.5222678048901177,-1.8793952806240999,-2.27465868394306,27443.605,35105.88622222222,-7662.281222222224,2307621291.2937336,1399279.6,0.7075243109449759,0.8064637599502068,-5.346553903051721e-06,0.005133664341014255,-0.08899463861578172,0.8327102808544321,14.087028815616634,0.9926999999999999,0.09
2022-06-21,BTCUSDT,20573.9,21723.0,20348.4,20723.52,2198596137.343284,1515321,97.96,9.0,Extreme Fear,39228.9845,-18505.4645,0.5282706209231596,-1.783747514801323,-2.1878027263174897,27124.591,34859.67244444445,-7735.081444444448,2344823468.671302,1421027.6333333333,0.6937997136043248,0.7299231642840969,0.007272810343595726,0.0923909863532304,0.015793593646682424,0.8222607583925361,15.181316867854619,0.9795999999999999,0.09
2022-06-22,BTCUSDT,20723.51,20900.0,19770.51,19987.99,1872204589.2375813,1394981,99.76,11.0,Extreme Fear,39083.1621,-19095.1721,0.5114220274413263,-1.8417348243834077,-2.223022900310691,26820.552333333337,34592.96722222223,-7772.414888888892,2343420094.376737,1423249.7666666666,0.6037491694181977,0.6737828767655586,-0.035492522505829016,-0.02848303684261677,-0.023490373890812433,0.8118577421583664,15.37173063052802,0.9976,0.11
2022-06-23,BTCUSDT,19988.0,21233.0,19890.07,21110.13,1710694866.4572449,1207858,91.46,11.0,Extreme Fear,38941.7311,-17831.601099999996,0.5420953153261335,-1.589344026932313,-2.013795482286113,26535.737333333334,34335.15577777778,-7799.418444444444,2342434669.8484197,1431964.3333333333,0.644861647378983,0.6476418801388154,0.056140712497855016,0.02606410357982858,0.11277021146720823,0.8546176335353056,21.482402984147654,0.9146,0.11
2022-06-24,BTCUSDT,21110.12,21558.41,20736.72,21237.69,1635129191.170251,1309709,90.66,11.0,Extreme Fear,38795.70995,-17558.019949999998,0.5474236720341291,-1.52459202580236,-1.9459777359988482,26258.922000000002,34076.56044444445,-7817.638444444445,2337882037.051698,1442773.3,0.6805350574689012,0.7537178198166977,0.006042596611200324,0.024810939454301018,0.032258675998833475,0.8547912825392702,23.623990774329016,0.9066,0.11
2022-06-25,BTCUSDT,21237.68,21614.5,20906.62,21491.19,1093873137.974752,874540,86.66,14.0,Extreme Fear,38650.221150000005,-17159.031150000006,0.5560431314634275,-1.432075441237658,-1.865818849877201,26001.916666666668,33795.043,-7793.12633333333,2282375961.304265,1424220.9,0.524093722410466,0.5677593158582693,0.011936326408380493,0.07520516069899963,0.044585637426855174,0.8582442579981896,26.050399268818865,0.8665999999999999,0.14
2022-06-26,BTCUSDT,21491.18,21888.0,20964.73,21038.07,1139258367.162915,885306,90.26,14.0,Extreme Fear,38503.055550000005,-17464.985550000005,0.5464000116219347,-1.471235106940967,-1.8787307787617515,25748.859,33505.21922222222,-7756.360222222222,2232800708.259579,1409684.2333333334,0.5730407914783335,0.6064492803113154,-0.021083988369187567,-0.0034135270602313472,0.015178405985083687,0.8247988789909645,28.833184484667527,0.9026000000000001,0.14
2022-06-27,BTCUSDT,21038.08,21539.85,20510.0,20742.56,1354369225.8404648,1002214,89.09,12.0,Extreme Fear,38369.0404,-17626.480399999997,0.5406066918473156,-1.487135951121078,-1.8710897637028543,25472.566666666666,33208.63877777778,-7736.0721111111125,2244790540.5353303,1420277.2666666666,0.6967377388897105,0.7034359721125435,-0.014046440571782393,-0.023313740807027417,0.037751169577331156,0.8240447104890186,40.605499351212174,0.8909,0.12
2022-06-28,BTCUSDT,20742.57,21212.1,20202.01,20281.29,1321862977.9315486,1064497,87.5,10.0,Extreme Fear,38234.74415,-17953.454149999998,0.5304413682077692,-1.5279005390553124,-1.884958368630633,25166.339666666663,32911.00877777778,-7744.669111111118,2262026722.0447235,1434583.4666666666,0.7760168589204519,0.8287548617956868,-0.022237852994037355,-0.056297487482079744,-0.03926266678604062,0.8231772502455387,40.12900108760192,0.875,0.1
2022-06-29,BTCUSDT,20281.28,20432.31,19854.92,20123.01,1556549790.0089242,1210636,91.37,13.0,Extreme Fear,38088.40925,-17965.39925,0.5283237183238363,-1.5107276290503817,-1.8624932073597895,24779.299333333332,32628.927333333333,-7849.628000000001,2214560795.629438,1428924.3333333333,0.9666249180062281,1.0001528355959886,-0.007804237304431916,-0.04349543470479955,-0.052485934204708706,0.8221976433426026,36.491179528733014,0.9137000000000001,0.13
2022-06-30,BTCUSDT,20123.0,20179.08,18626.0,19942.21,1808994369.031444,1438163,94.14,11.0,Extreme Fear,37937.85079999999,-17995.640799999994,0.5256547110465204,-1.5053372042061244,-1.8430872407154189,24384.005,32336.246444444445,-7952.241444444444,2208818637.363435,1438151.7666666666,1.1528474682061172,1.208212900285427,-0.008984739360562877,-0.03858491912280848,-0.07207511543102074,0.8208337743785231,46.769713122943585,0.9414,0.11
2022-07-01,BTCUSDT,19942.21,20918.35,18975.0,19279.8,2197016369.969529,1668363,92.97,11.0,Extreme Fear,37800.73605,-18520.93605,0.5100376874804267,-1.5906651296016396,-1.880219065909878,24033.137333333332,32041.45533333333,-8008.317999999999,2176346148.754094,1446943.5,1.4002695776735492,1.3838139118849972,-0.03321647901611702,-0.04937999505948598,-0.08357563217538488,0.8225671507485298,42.28024864012747,0.9297,0.11
2022-07-02,BTCUSDT,19279.8,19467.39,18977.01,19252.81,888415536.8730664,833508,92.23,14.0,Extreme Fear,37655.2837,-18402.4737,0.5112910621889698,-1.555483724050805,-1.8387450144913287,23659.81033333333,31739.738222222222,-8079.927888888891,2148904903.110133,1438521.0,0.6041110020238792,0.7251178229031334,-0.00139991078745616,-0.04324402760819568,-0.07182093242107046,0.8049735968738353,52.26338109103271,0.9223,0.14
2022-07-03,BTCUSDT,19252.82,19647.63,18781.0,19315.83,980255891.3952552,880786,92.07,11.0,Extreme Fear,37507.53795,-18191.707949999996,0.5149852817785392,-1.525007207537624,-1.7888454598512389,23313.664333333334,31436.797333333336,-8123.133000000002,2127726201.132829,1434754.9,0.7013989624152879,0.7886890450890522,0.003273288418677689,-0.03140975849717742,-0.04760348084367405,0.6158756603656373,36.58630196572603,0.9207,0.11
2022-07-04,BTCUSDT,19315.83,20354.01,19055.31,20236.71,1470987695.521582,1282843,86.99,14.0,Extreme Fear,37370.5596,-17133.8496,0.5415147703594998,-1.309929617662427,-1.6427500529822538,22992.753333333334,31156.121333333333,-8163.367999999999,2151396646.6680045,1456915.1,1.0650391464889335,1.1514761522812968,0.04767488634969341,0.049632776273612844,0.005650248148761028,0.644252556472709,46.995173456147484,0.8698999999999999,0.14
2022-07-05,BTCUSDT,20236.71,20750.0,19304.4,20175.83,1919950110.1674304,1612273,86.08,19.0,Extreme Fear,37240.78275,-17064.952749999997,0.5417670765795062,-1.2908052572948074,-1.615682080893013,22667.974,30900.625333333337,-8232.651333333339,2192354932.734918,1490501.5333333334,1.3116509512935277,1.3572933620314669,-0.003008394151025384,0.04794209260881921,0.011714850059246329,0.6380738163403171,45.04073786330394,0.8608,0.19
