date,Symbol,Open,High,Low,close,Volume USDT,tradecount,IV,Fear_index,Fear_classification,ma200_raw,dist_ma200,ratio_ma200,zraw_close_60,zraw_close_120,ma30_raw,ma90_raw,ma30_90_diff,vol_30mean,tc_30mean,vol_spike_10,tc_spike_10,ret1_raw,ret3_raw,ret5_raw,hv20_raw,RSI14_raw,IV_pct,Fear_idx
2021-06-02,BTCUSDT,36694.85,38225.0,35920.0,37568.68,2523462575.688438,1530915,103.17,23.0,Extreme Fear,51695.23985915493,-14126.559859154928,0.7267338366618837,-1.4737036551502696,-1.6488441940171592,44718.392,51695.23985915493,-6976.847859154928,5086336812.4156685,2708426.1666666665,0.6622051398848342,0.6917891188589067,0.02386253106511349,0.0540780393066802,0.05342130004663037,0.9929785256018525,51.803722534798915,1.0317,0.23
2021-06-03,BTCUSDT,37568.68,39476.0,37170.0,39246.79,2930945325.709207,1949658,99.19,24.0,Extreme Fear,51522.34472222222,-12275.554722222216,0.7617430885879769,-1.2426556845091457,-1.4220034161331467,44253.28466666667,51522.34472222222,-7269.06005555555,5027188254.46261,2690327.1333333333,0.8364299353784818,0.9478681695394784,0.044667792427096176,0.05349734698276509,0.13413148042993606,1.0120770486420176,47.116996531430416,0.9919,0.24
2021-06-04,BTCUSDT,39246.78,39289.07,35555.15,36829.0,3379399754.9305224,1926311,102.91,27.0,Fear,51321.06602739726,-14492.06602739726,0.7176195439965957,-1.4525183074670784,-1.657521147048607,43566.38100000001,51321.06602739726,-7754.685027397252,4995568436.421912,2675266.8666666667,0.9890825578285503,0.9637880340867712,-0.06160478347401155,0.003703967150218368,0.033324570084062755,1.0119683256439422,49.00886285282356,1.0291,0.27
2021-06-05,BTCUSDT,36829.15,37925.0,34800.0,35513.2,2560547116.8364058,1463754,108.52,24.0,Extreme Fear,51107.446216216216,-15594.24621621622,0.6948733037795926,-1.5330005599862186,-1.7570099989595687,42870.365,51107.446216216216,-8237.081216216218,4947843689.39189,2642062.6333333333,0.7851105044209665,0.7696551780707739,-0.03572728013250437,-0.05471259570472009,-0.04672300631801152,1.0160035613035128,45.68849628924762,1.0852,0.24
2021-06-06,BTCUSDT,35516.07,36480.0,35222.0,35796.31,1711857075.0471697,993430,105.93,17.0,Extreme Fear,50903.29773333333,-15106.987733333335,0.7032218263642921,-1.4453213563659173,-1.6802688573119147,42153.083666666666,50903.29773333333,-8750.214066666667,4863593108.977635,2596453.9,0.5528488574695447,0.5546926705110573,0.007971965353727573,-0.08791750866758796,-0.024440023993618443,0.999744675174632,52.8603242499626,1.0593000000000001,0.17
2021-06-07,BTCUSDT,35796.31,36900.0,33300.0,33552.79,2755673601.713913,1532260,108.32,15.0,Extreme Fear,50675.00157894737,-17122.21157894737,0.6621171969324479,-1.614131112188148,-1.8713299616049253,41309.44166666666,50675.00157894737,-9365.55991228071,4819463767.968497,2570483.3,0.9570404719989172,0.9130030146033649,-0.06267461646186423,-0.08895734339786576,-0.10689462605553346,1.0183683513885176,35.47411963773807,1.0832,0.15
2021-06-08,BTCUSDT,33556.96,34068.01,31000.0,33380.81,4030784324.609684,2074885,111.04,13.0,Extreme Fear,50450.40168831169,-17069.591688311695,0.6616559805852574,-1.5672678509798552,-1.8353259545457603,40480.774,50450.40168831169,-9969.627688311695,4819038155.405268,2567308.1666666665,1.3959599907778004,1.2433483915663108,-0.00512565423024447,-0.060044997353096874,-0.14946394342059577,0.8877170218866435,36.07288879573928,1.1104,0.13
2021-06-09,BTCUSDT,33380.8,37534.79,32396.82,37388.05,4794741674.438823,2601479,105.82,14.0,Extreme Fear,50282.935641025644,-12894.885641025641,0.7435534445903601,-1.1174001455490035,-1.3780106241216685,39866.50433333333,50282.935641025644,-10416.431307692314,4807803456.554357,2568176.8333333335,1.5433359747034554,1.467319267560651,0.12004621817145855,0.044466594461831654,0.015179613891227017,0.9139652307912328,45.55200563551137,1.0582,0.14
2021-06-10,BTCUSDT,37388.05,38491.0,35782.0,36675.72,4062957162.3643,2231430,99.46,21.0,Extreme Fear,50110.692405063295,-13434.972405063294,0.7318940976416084,-1.1520873119120807,-1.4258195700595502,39200.02766666666,50110.692405063295,-10910.664738396634,4823801006.807734,2578841.8333333335,1.2807083396272438,1.23525432893693,-0.0190523442650794,0.09307512132374085,0.03273487041438128,0.8689525280172088,45.55113130335971,0.9945999999999999,0.21
2021-06-11,BTCUSDT,36677.83,37680.4,35936.77,37331.98,2903043643.3100724,1727645,97.22,21.0,Extreme Fear,49950.9585,-12618.978499999997,0.7473726455118975,-1.0497316035022388,-1.3323550684554033,38790.049666666666,49950.9585,-11160.908833333335,4738031958.481052,2547202.466666667,0.9171345003677256,0.9581118700125174,0.017893581911957,0.11836651057898262,0.04290023189541059,0.8710006193950939,54.47809785044644,0.9722,0.21
2021-06-12,BTCUSDT,37331.98,37463.63,34600.36,35546.11,3132387326.5375137,1719650,99.39,28.0,Fear,49773.12086419753,-14227.010864197531,0.714162772653639,-1.2003147158269893,-1.4902195123332376,38319.221000000005,49773.12086419753,-11453.899864197527,4598988379.74559,2485507.2666666666,0.9709114767487999,0.9437994628248991,-0.047837537682169584,-0.049265473861300646,0.05940847243999681,0.8448586642311817,52.430544434100725,0.9939,0.28
2021-06-13,BTCUSDT,35546.12,39380.0,34757.0,39020.57,3208991521.63768,1894103,102.86,23.0,Extreme Fear,49641.99219512195,-10621.422195121952,0.7860395659913572,-0.8100771080259783,-1.1108155126919974,37958.525,49641.99219512195,-11683.46719512195,4572091266.619916,2478782.033333333,0.9861566478101726,1.0427242094347977,0.09774515411109674,0.06393466849457896,0.16895216143646619,0.8076519295923542,57.752352339860074,1.0286,0.23
2021-06-14,BTCUSDT,39020.56,41064.05,38730.0,40516.29,4320307646.765389,2185089,98.88,28.0,Fear,49532.043975903616,-9015.753975903615,0.8179813863467938,-0.625237368374078,-0.943466745284111,37750.30166666666,49532.043975903616,-11781.742309236957,4571075659.961516,2475391.966666667,1.2903647098707531,1.186019113941399,0.03833157742185733,0.08529710987737582,0.08366951472462447,0.8161739342601578,57.52469036141796,0.9887999999999999,0.28
2021-06-15,BTCUSDT,40516.28,41330.0,39506.4,40144.04,3247746713.62741,1931890,96.77,38.0,Fear,49420.28202380952,-9276.242023809522,0.8122988853171569,-0.6402998566426898,-0.9709969846383982,37540.719666666664,49420.28202380952,-11879.562357142859,4500417296.8119,2451078.466666667,0.9505092698089181,1.0226043903244895,-0.009187662542646469,0.12935114418989868,0.09456719595416252,0.8139196002267518,58.02918841900171,0.9677,0.38
2021-06-16,BTCUSDT,40143.8,40527.14,38116.01,38349.01,3450556041.600584,2134897,95.25,33.0,Fear,49290.031764705884,-10941.021764705882,0.7780276990500907,-0.813256385623121,-1.1430346902942319,37367.752,49290.031764705884,-11922.279764705883,4370543980.467458,2415014.3333333335,0.9609652202245884,1.065672663074253,-0.04471473224917066,-0.017210409791553527,0.02724286255376751,0.8281391418467136,51.74107196644986,0.9525,0.33
2021-06-17,BTCUSDT,38349.0,39559.88,37365.0,38092.97,3065622530.039886,1620210,95.28,26.0,Fear,49159.833372093024,-11066.863372093023,0.774879965757259,-0.8137792848717625,-1.153791835669365,37209.191666666666,49159.833372093024,-11950.641705426358,4301175722.050524,2383649.1666666665,0.8464563048930049,0.8052222130224531,-0.006676573919378925,-0.05981100441328657,0.07164947162994761,0.7798076979714702,47.251160219941454,0.9528,0.26
2021-06-18,BTCUSDT,38092.97,38202.84,35129.29,35819.84,3507868126.3062024,1809253,94.73,25.0,Extreme Fear,49006.50011494253,-13186.660114942533,0.7309201823428766,-1.0385803191522092,-1.367561882201118,37180.183333333334,49006.50011494253,-11826.316781609195,3968848161.765004,2232922.2,0.9827551608521261,0.9112032920006732,-0.05967321529405567,-0.10771711068442547,-0.0820267361548025,0.8040944699663516,47.57910908066786,0.9473,0.25
2021-06-19,BTCUSDT,35820.48,36457.0,34803.52,35483.72,2453817534.777169,1212278,91.89,23.0,Extreme Fear,48852.83215909091,-13369.11215909091,0.7263390561359075,-1.043118786279351,-1.379018816865912,37012.086,48852.83215909091,-11840.746159090908,3783312177.351702,2131001.533333333,0.735704612061977,0.6564761111302149,-0.00938362650419422,-0.07471613999944193,-0.12421102721892852,0.7986644835549371,49.92579189711955,0.9189,0.23
2021-06-20,BTCUSDT,35483.72,36137.72,33336.0,35600.16,3124634336.840761,1691871,95.63,21.0,Extreme Fear,48703.925730337076,-13103.765730337072,0.7309505233132594,-0.9960411473197178,-1.3451848014288295,36957.024333333335,48703.925730337076,-11746.901397003741,3630355101.57059,2054286.0333333334,0.963947772970946,0.9437617888572505,0.003281504870402685,-0.06544015864344521,-0.11318940495276497,0.7815055927715474,49.50206611465348,0.9562999999999999,0.21
